"scientificName","order","matchedname","authority","country_at_risk"
"Liquidambar styraciflua L.","Saxifragales","Liquidambar styraciflua","L.","KY"
"Malva sylvestris L.","Malvales","Malva sylvestris","L.","KY"
"Matricaria chamomilla L.","Asterales","Matricaria chamomilla","L.","KY"
"Mentha arvensis L.","Lamiales","Mentha arvensis","L.","KY"
"Moluccella laevis L.","Lamiales","Moluccella laevis","L.","KY"
"Nicandra physalodes (L.) Gaertn.","Solanales","Nicandra physalodes","(L.) Gaertn.","KY"
"Rorippa indica (L.) Hiern","Brassicales","Rorippa indica","(L.) Hiern","KY"
"Rosa multiflora Thunb.","Rosales","Rosa multiflora","Thunb.","KY"
"Sagittaria latifolia Willd.","Alismatales","Sagittaria latifolia","Willd.","KY"
"Sanchezia parvibracteata Sprague & Hutch.","Lamiales","Sanchezia parvibracteata","Sprague & Hutch.","KY"
"Scutellaria racemosa Pers.","Lamiales","Scutellaria racemosa","Pers.","KY"
"Solidago altissima L.","Asterales","Solidago altissima","L.","KY"
"Tradescantia crassifolia Cav.","Commelinales","Tradescantia crassifolia","Cav.","KY"
"Verbena bipinnatifida Nutt.","Lamiales","Verbena bipinnatifida","Nutt.","KY"
"Vicia lutea L.","Fabales","Vicia lutea","L.","KY"
"Abies lasiocarpa (Hook.) Nutt.","Pinales","Abies lasiocarpa","(Hook.) Nutt.","KY"
"Acacia dealbata Link","Fabales","Acacia dealbata","Link","KY"
"Acacia decurrens Willd.","Fabales","Acacia decurrens","Willd.","KY"
"Acacia longifolia (Andrews) Willd.","Fabales","Acacia longifolia","(Andrews) Willd.","KY"
"Acacia mearnsii De Wild.","Fabales","Acacia mearnsii","De Wild.","KY"
"Acacia retinodes Schltdl.","Fabales","Acacia retinodes","Schltdl.","KY"
"Acacia verticillata (L'Hér.) Willd.","Fabales","Acacia verticillata","(L'Hér.) Willd.","KY"
"Acaena ovalifolia Ruiz & Pav.","Rosales","Acaena ovalifolia","Ruiz & Pav.","KY"
"Acanthospermum australe (Loefl.) Kuntze","Asterales","Acanthospermum australe","(Loefl.) Kuntze","KY"
"Acanthus mollis L.","Lamiales","Acanthus mollis","L.","KY"
"Achillea millefolium L.","Asterales","Achillea millefolium","L.","KY"
"Aconitum napellus L.","Ranunculales","Aconitum napellus","L.","KY"
"Aegilops triuncialis L.","Poales","Aegilops triuncialis","L.","KY"
"Aesculus glabra Willd.","Sapindales","Aesculus glabra","Willd.","KY"
"Agave attenuata Salm-Dyck","Asparagales","Agave attenuata","Salm-Dyck","KY"
"Agrostis stolonifera L.","Poales","Agrostis stolonifera","L.","KY"
"Aira praecox L.","Poales","Aira praecox","L.","KY"
"Ajuga reptans L.","Lamiales","Ajuga reptans","L.","KY"
"Alcea rosea L.","Malvales","Alcea rosea","L.","KY"
"Allium ampeloprasum L.","Asparagales","Allium ampeloprasum","L.","KY"
"Aloe arborescens Mill.","Asparagales","Aloe arborescens","Mill.","KY"
"Alopecurus geniculatus L.","Poales","Alopecurus geniculatus","L.","KY"
"Alopecurus pratensis L.","Poales","Alopecurus pratensis","L.","KY"
"Alstroemeria aurea Graham","Liliales","Alstroemeria aurea","Graham","KY"
"Amaranthus bouchonii Thell.","Caryophyllales","Amaranthus bouchonii","Thell.","KY"
"Amaranthus deflexus L.","Caryophyllales","Amaranthus deflexus","L.","KY"
"Anchusa officinalis L.","Boraginales","Anchusa officinalis","L.","KY"
"Andropogon distachyos L.","Poales","Andropogon distachyos","L.","KY"
"Andropogon gayanus Kunth","Poales","Andropogon gayanus","Kunth","KY"
"Anthemis arvensis L.","Asterales","Anthemis arvensis","L.","KY"
"Aquilegia vulgaris L.","Ranunculales","Aquilegia vulgaris","L.","KY"
"Artemisia californica Less.","Asterales","Artemisia californica","Less.","KY"
"Aster amellus L.","Asterales","Aster amellus","L.","KY"
"Astragalus garbancillo Cav.","Fabales","Astragalus garbancillo","Cav.","KY"
"Atriplex patula L.","Caryophyllales","Atriplex patula","L.","KY"
"Barbarea verna (Mill.) Asch.","Brassicales","Barbarea verna","(Mill.) Asch.","KY"
"Barleria strigosa Willd.","Lamiales","Barleria strigosa","Willd.","KY"
"Bellis perennis L.","Asterales","Bellis perennis","L.","KY"
"Betula pendula Roth","Fagales","Betula pendula","Roth","KY"
"Bouteloua aristidoides (Kunth) Griseb.","Poales","Bouteloua aristidoides","(Kunth) Griseb.","KY"
"Briza media L.","Poales","Briza media","L.","KY"
"Bromus alopecuros Poir.","Poales","Bromus alopecuros","Poir.","KY"
"Bromus inermis Leyss.","Poales","Bromus inermis","Leyss.","KY"
"Bromus japonicus Houtt.","Poales","Bromus japonicus","Houtt.","KY"
"Bromus lanceolatus Roth","Poales","Bromus lanceolatus","Roth","KY"
"Bromus madritensis L.","Poales","Bromus madritensis","L.","KY"
"Bromus secalinus L.","Poales","Bromus secalinus","L.","KY"
"Bromus squarrosus L.","Poales","Bromus squarrosus","L.","KY"
"Bromus tectorum L.","Poales","Bromus tectorum","L.","KY"
"Bupleurum rotundifolium L.","Apiales","Bupleurum rotundifolium","L.","KY"
"Callitriche stagnalis Scop.","Lamiales","Callitriche stagnalis","Scop.","KY"
"Calluna vulgaris (L.) Hull","Ericales","Calluna vulgaris","(L.) Hull","KY"
"Caltha palustris L.","Ranunculales","Caltha palustris","L.","KY"
"Campanula rotundifolia L.","Asterales","Campanula rotundifolia","L.","KY"
"Carduus nutans L.","Asterales","Carduus nutans","L.","KY"
"Carex divulsa Stokes","Poales","Carex divulsa","Stokes","KY"
"Ceanothus thyrsiflorus Eschsch.","Rosales","Ceanothus thyrsiflorus","Eschsch.","KY"
"Cenchrus caliculatus Cav.","Poales","Cenchrus caliculatus","Cav.","KY"
"Centaurea diffusa Lam.","Asterales","Centaurea diffusa","Lam.","KY"
"Cerastium arvense L.","Caryophyllales","Cerastium arvense","L.","KY"
"Choisya ternata Kunth","Sapindales","Choisya ternata","Kunth","KY"
"Cicuta maculata L.","Apiales","Cicuta maculata","L.","KY"
"Colchicum autumnale L.","Liliales","Colchicum autumnale","L.","KY"
"Cotoneaster franchetii Bois","Rosales","Cotoneaster franchetii","Bois","KY"
"Cotoneaster pannosus Franch.","Rosales","Cotoneaster pannosus","Franch.","KY"
"Crassula multicava Lem.","Saxifragales","Crassula multicava","Lem.","KY"
"Crepis capillaris (L.) Wallr.","Asterales","Crepis capillaris","(L.) Wallr.","KY"
"Crepis vesicaria L.","Asterales","Crepis vesicaria","L.","KY"
"Crotalaria agatiflora Schweinf.","Fabales","Crotalaria agatiflora","Schweinf.","KY"
"Croton monanthogynus Michx.","Malpighiales","Croton monanthogynus","Michx.","KY"
"Cuscuta epithymum (L.) L.","Solanales","Cuscuta epithymum","(L.) L.","KY"
"Cynara cardunculus L.","Asterales","Cynara cardunculus","L.","KY"
"Cynara scolymus L.","Asterales","Cynara scolymus","L.","KY"
"Cynodon radiatus Roth","Poales","Cynodon radiatus","Roth","KY"
"Cynosurus cristatus L.","Poales","Cynosurus cristatus","L.","KY"
"Cynosurus echinatus L.","Poales","Cynosurus echinatus","L.","KY"
"Cyperus arenarius Retz.","Poales","Cyperus arenarius","Retz.","KY"
"Cyperus cephalotes Vahl","Poales","Cyperus cephalotes","Vahl","KY"
"Cyperus compactus Retz.","Poales","Cyperus compactus","Retz.","KY"
"Cyperus fuscus L.","Poales","Cyperus fuscus","L.","KY"
"Cyperus longus L.","Poales","Cyperus longus","L.","KY"
"Cyperus sanguinolentus Vahl","Poales","Cyperus sanguinolentus","Vahl","KY"
"Cyperus serotinus Rottb.","Poales","Cyperus serotinus","Rottb.","KY"
"Delairea odorata Lem.","Asterales","Delairea odorata","Lem.","KY"
"Dianthus armeria L.","Caryophyllales","Dianthus armeria","L.","KY"
"Dianthus plumarius L.","Caryophyllales","Dianthus plumarius","L.","KY"
"Dipogon lignosus (L.) Verdc.","Fabales","Dipogon lignosus","(L.) Verdc.","KY"
"Echinochloa frumentacea Link","Poales","Echinochloa frumentacea","Link","KY"
"Echium vulgare L.","Boraginales","Echium vulgare","L.","KY"
"Egeria densa Planch.","Alismatales","Egeria densa","Planch.","KY"
"Elatine triandra Schkuhr","Malpighiales","Elatine triandra","Schkuhr","KY"
"Elodea canadensis Michx.","Alismatales","Elodea canadensis","Michx.","KY"
"Equisetum arvense L.","Equisetales","Equisetum arvense","L.","KY"
"Eragrostis atrovirens (Desf.) Trin. ex Steud.","Poales","Eragrostis atrovirens","(Desf.) Trin. ex Steud.","KY"
"Eragrostis lugens Nees","Poales","Eragrostis lugens","Nees","KY"
"Eremopyrum triticeum (Gaertn.) Nevski","Poales","Eremopyrum triticeum","(Gaertn.) Nevski","KY"
"Eryngium campestre L.","Apiales","Eryngium campestre","L.","KY"
"Erysimum repandum L.","Brassicales","Erysimum repandum","L.","KY"
"Euphorbia cyparissias L.","Malpighiales","Euphorbia cyparissias","L.","KY"
"Euphorbia esula L.","Malpighiales","Euphorbia esula","L.","KY"
"Euphorbia lathyris L.","Malpighiales","Euphorbia lathyris","L.","KY"
"Euphorbia segetalis L.","Malpighiales","Euphorbia segetalis","L.","KY"
"Fagus grandifolia Ehrh.","Fagales","Fagus grandifolia","Ehrh.","KY"
"Festuca rubra L.","Poales","Festuca rubra","L.","KY"
"Fimbristylis aestivalis (Retz.) Vahl","Poales","Fimbristylis aestivalis","(Retz.) Vahl","KY"
"Fumaria officinalis L.","Ranunculales","Fumaria officinalis","L.","KY"
"Fumaria vaillantii Loisel.","Ranunculales","Fumaria vaillantii","Loisel.","KY"
"Gaultheria shallon Pursh","Ericales","Gaultheria shallon","Pursh","KY"
"Genista canariensis L.","Fabales","Genista canariensis","L.","KY"
"Geranium maculatum L.","Geraniales","Geranium maculatum","L.","KY"
"Geum urbanum L.","Rosales","Geum urbanum","L.","KY"
"Gladiolus cardinalis Curtis","Asparagales","Gladiolus cardinalis","Curtis","KY"
"Gladiolus communis L.","Asparagales","Gladiolus communis","L.","KY"
"Gleditsia triacanthos L.","Fabales","Gleditsia triacanthos","L.","KY"
"Glinus lotoides L.","Caryophyllales","Glinus lotoides","L.","KY"
"Glyceria maxima (Hartm.) Holmb.","Poales","Glyceria maxima","(Hartm.) Holmb.","KY"
"Gypsophila paniculata L.","Caryophyllales","Gypsophila paniculata","L.","KY"
"Hamamelis virginiana L.","Saxifragales","Hamamelis virginiana","L.","KY"
"Heliotropium europaeum L.","Boraginales","Heliotropium europaeum","L.","KY"
"Holcus mollis L.","Poales","Holcus mollis","L.","KY"
"Hordeum brachyantherum Nevski","Poales","Hordeum brachyantherum","Nevski","KY"
"Hordeum bulbosum L.","Poales","Hordeum bulbosum","L.","KY"
"Hordeum jubatum L.","Poales","Hordeum jubatum","L.","KY"
"Hordeum murinum L.","Poales","Hordeum murinum","L.","KY"
"Hordeum secalinum Schreb.","Poales","Hordeum secalinum","Schreb.","KY"
"Humulus lupulus L.","Rosales","Humulus lupulus","L.","KY"
"Hydrocleys nymphoides (Willd.) Buchenau","Alismatales","Hydrocleys nymphoides","(Willd.) Buchenau","KY"
"Iberis semperflorens L.","Brassicales","Iberis semperflorens","L.","KY"
"Iberis sempervirens L.","Brassicales","Iberis sempervirens","L.","KY"
"Impatiens glandulifera Royle","Ericales","Impatiens glandulifera","Royle","KY"
"Impatiens noli-tangere L.","Ericales","Impatiens noli-tangere","L.","KY"
"Iris orientalis Mill.","Asparagales","Iris orientalis","Mill.","KY"
"Isachne globosa (Thunb.) Kuntze","Poales","Isachne globosa","(Thunb.) Kuntze","KY"
"Juncus articulatus L.","Magnoliales","Juncus articulatus","L.","KY"
"Juncus balticus Willd.","Magnoliales","Juncus balticus","Willd.","KY"
"Juncus capillaceus Lam.","Magnoliales","Juncus capillaceus","Lam.","KY"
"Juncus imbricatus Laharpe","Magnoliales","Juncus imbricatus","Laharpe","KY"
"Kniphofia uvaria (L.) Oken","Asparagales","Kniphofia uvaria","(L.) Oken","KY"
"Lagurus ovatus L.","Poales","Lagurus ovatus","L.","KY"
"Lathyrus latifolius L.","Fabales","Lathyrus latifolius","L.","KY"
"Lathyrus odoratus L.","Fabales","Lathyrus odoratus","L.","KY"
"Lathyrus sativus L.","Fabales","Lathyrus sativus","L.","KY"
"Lavandula angustifolia Mill.","Lamiales","Lavandula angustifolia","Mill.","KY"
"Lemna gibba L.","Alismatales","Lemna gibba","L.","KY"
"Leonurus cardiaca L.","Lamiales","Leonurus cardiaca","L.","KY"
"Lepidium bipinnatifidum Desv.","Brassicales","Lepidium bipinnatifidum","Desv.","KY"
"Lepidium densiflorum Schrad.","Brassicales","Lepidium densiflorum","Schrad.","KY"
"Lepidium sativum L.","Brassicales","Lepidium sativum","L.","KY"
"Leucojum aestivum L.","Asparagales","Leucojum aestivum","L.","KY"
"Lithospermum officinale L.","Boraginales","Lithospermum officinale","L.","KY"
"Lobelia erinus L.","Asterales","Lobelia erinus","L.","KY"
"Lonicera sempervirens L.","Dipsacales","Lonicera sempervirens","L.","KY"
"Lotus corniculatus L.","Fabales","Lotus corniculatus","L.","KY"
"Lunaria annua L.","Brassicales","Lunaria annua","L.","KY"
"Lupinus albus L.","Fabales","Lupinus albus","L.","KY"
"Lupinus luteus L.","Fabales","Lupinus luteus","L.","KY"
"Lupinus mutabilis Sweet","Fabales","Lupinus mutabilis","Sweet","KY"
"Lupinus perennis L.","Fabales","Lupinus perennis","L.","KY"
"Lycopsis arvensis L.","Boraginales","Lycopsis arvensis","L.","KY"
"Malva nicaeensis All.","Malvales","Malva nicaeensis","All.","KY"
"Malva pusilla Sm.","Malvales","Malva pusilla","Sm.","KY"
"Marrubium vulgare L.","Lamiales","Marrubium vulgare","L.","KY"
"Medicago arabica (L.) Huds.","Fabales","Medicago arabica","(L.) Huds.","KY"
"Medicago falcata L.","Fabales","Medicago falcata","L.","KY"
"Melianthus major L.","Geraniales","Melianthus major","L.","KY"
"Melissa officinalis L.","Lamiales","Melissa officinalis","L.","KY"
"Menyanthes trifoliata L.","Asterales","Menyanthes trifoliata","L.","KY"
"Mibora minima (L.) Desv.","Poales","Mibora minima","(L.) Desv.","KY"
"Milium effusum L.","Poales","Milium effusum","L.","KY"
"Miscanthus sinensis Andersson","Poales","Miscanthus sinensis","Andersson","KY"
"Moricandia arvensis (L.) DC.","Brassicales","Moricandia arvensis","(L.) DC.","KY"
"Murdannia keisak (Hassk.) Hand.-Mazz.","Commelinales","Murdannia keisak","(Hassk.) Hand.-Mazz.","KY"
"Nandina domestica Thunb.","Ranunculales","Nandina domestica","Thunb.","KY"
"Nardus stricta L.","Poales","Nardus stricta","L.","KY"
"Nassella trichotoma (Nees) Hack. ex Arechav.","Poales","Nassella trichotoma","(Nees) Hack. ex Arechav.","KY"
"Nymphaea alba L.","Nymphaeales","Nymphaea alba","L.","KY"
"Oenothera biennis L.","Myrtales","Oenothera biennis","L.","KY"
"Origanum vulgare L.","Lamiales","Origanum vulgare","L.","KY"
"Ornithogalum thyrsoides Jacq.","Asparagales","Ornithogalum thyrsoides","Jacq.","KY"
"Ornithogalum umbellatum L.","Asparagales","Ornithogalum umbellatum","L.","KY"
"Orobanche minor Sm.","Lamiales","Orobanche minor","Sm.","KY"
"Panicum coloratum L.","Poales","Panicum coloratum","L.","KY"
"Panicum miliaceum L.","Poales","Panicum miliaceum","L.","KY"
"Papaver rhoeas L.","Ranunculales","Papaver rhoeas","L.","KY"
"Papaver setigerum DC.","Ranunculales","Papaver setigerum","DC.","KY"
"Papaver somniferum L.","Ranunculales","Papaver somniferum","L.","KY"
"Parietaria judaica L.","Rosales","Parietaria judaica","L.","KY"
"Parietaria officinalis L.","Rosales","Parietaria officinalis","L.","KY"
"Parietaria pensylvanica Muhl. ex Willd.","Rosales","Parietaria pensylvanica","Muhl. ex Willd.","KY"
"Paspalum atratum Swallen","Poales","Paspalum atratum","Swallen","KY"
"Paspalum maculosum Trin.","Poales","Paspalum maculosum","Trin.","KY"
"Pentapetes phoenicea L.","Malvales","Pentapetes phoenicea","L.","KY"
"Persicaria maculosa Gray","Caryophyllales","Persicaria maculosa","Gray","KY"
"Phalaris aquatica L.","Poales","Phalaris aquatica","L.","KY"
"Phalaris arundinacea L.","Poales","Phalaris arundinacea","L.","KY"
"Phalaris coerulescens Desf.","Poales","Phalaris coerulescens","Desf.","KY"
"Phalaris paradoxa L.","Poales","Phalaris paradoxa","L.","KY"
"Phleum arenarium L.","Poales","Phleum arenarium","L.","KY"
"Physalis viscosa L.","Solanales","Physalis viscosa","L.","KY"
"Phytolacca dioica L.","Caryophyllales","Phytolacca dioica","L.","KY"
"Picea sitchensis (Bong.) Carrière","Pinales","Picea sitchensis","(Bong.) Carrière","KY"
"Pinus pinaster Aiton","Pinales","Pinus pinaster","Aiton","KY"
"Pinus rigida Mill.","Pinales","Pinus rigida","Mill.","KY"
"Plantago afra L.","Lamiales","Plantago afra","L.","KY"
"Plantago rugelii Decne.","Lamiales","Plantago rugelii","Decne.","KY"
"Pluchea sagittalis (Lam.) Cabrera","Asterales","Pluchea sagittalis","(Lam.) Cabrera","KY"
"Poa bulbosa L.","Poales","Poa bulbosa","L.","KY"
"Poa infirma Kunth","Poales","Poa infirma","Kunth","KY"
"Poa pratensis L.","Poales","Poa pratensis","L.","KY"
"Poa trivialis L.","Poales","Poa trivialis","L.","KY"
"Polygala myrtifolia L.","Fabales","Polygala myrtifolia","L.","KY"
"Polypogon interruptus Kunth","Poales","Polypogon interruptus","Kunth","KY"
"Polypogon maritimus Willd.","Poales","Polypogon maritimus","Willd.","KY"
"Populus tremuloides Michx.","Malpighiales","Populus tremuloides","Michx.","KY"
"Potamogeton crispus L.","Alismatales","Potamogeton crispus","L.","KY"
"Potamogeton natans L.","Alismatales","Potamogeton natans","L.","KY"
"Psilurus incurvus (Gouan) Schinz & Thell.","Poales","Psilurus incurvus","(Gouan) Schinz & Thell.","KY"
"Psoralea pinnata L.","Fabales","Psoralea pinnata","L.","KY"
"Ptelea trifoliata L.","Sapindales","Ptelea trifoliata","L.","KY"
"Puya chilensis Molina","Poales","Puya chilensis","Molina","KY"
"Quercus coccinea Münchh.","Fagales","Quercus coccinea","Münchh.","KY"
"Quercus shumardii Buckley","Fagales","Quercus shumardii","Buckley","KY"
"Rapistrum rugosum (L.) All.","Brassicales","Rapistrum rugosum","(L.) All.","KY"
"Reseda odorata L.","Brassicales","Reseda odorata","L.","KY"
"Retama monosperma (L.) Boiss.","Fabales","Retama monosperma","(L.) Boiss.","KY"
"Rosa canina L.","Rosales","Rosa canina","L.","KY"
"Rubus idaeus L.","Rosales","Rubus idaeus","L.","KY"
"Rubus phoenicolasius Maxim.","Rosales","Rubus phoenicolasius","Maxim.","KY"
"Rubus spectabilis Pursh","Rosales","Rubus spectabilis","Pursh","KY"
"Rumex acetosa L.","Caryophyllales","Rumex acetosa","L.","KY"
"Rumex conglomeratus Murray","Caryophyllales","Rumex conglomeratus","Murray","KY"
"Rumex longifolius DC.","Caryophyllales","Rumex longifolius","DC.","KY"
"Rumex patientia L.","Caryophyllales","Rumex patientia","L.","KY"
"Ruscus aculeatus L.","Asparagales","Ruscus aculeatus","L.","KY"
"Ruta graveolens L.","Sapindales","Ruta graveolens","L.","KY"
"Sagina apetala Ard.","Caryophyllales","Sagina apetala","Ard.","KY"
"Sagina procumbens L.","Caryophyllales","Sagina procumbens","L.","KY"
"Sagittaria montevidensis Cham. & Schltdl.","Alismatales","Sagittaria montevidensis","Cham. & Schltdl.","KY"
"Salix discolor Muhl.","Malpighiales","Salix discolor","Muhl.","KY"
"Salix purpurea L.","Malpighiales","Salix purpurea","L.","KY"
"Salix viminalis L.","Malpighiales","Salix viminalis","L.","KY"
"Salvia sclarea L.","Lamiales","Salvia sclarea","L.","KY"
"Schinus areira L.","Sapindales","Schinus areira","L.","KY"
"Scleranthus annuus L.","Caryophyllales","Scleranthus annuus","L.","KY"
"Scorpiurus muricatus L.","Fabales","Scorpiurus muricatus","L.","KY"
"Secale cereale L.","Poales","Secale cereale","L.","KY"
"Senecio inaequidens DC.","Asterales","Senecio inaequidens","DC.","KY"
"Senecio madagascariensis Poir.","Asterales","Senecio madagascariensis","Poir.","KY"
"Senecio tamoides DC.","Asterales","Senecio tamoides","DC.","KY"
"Sigesbeckia orientalis L.","Asterales","Sigesbeckia orientalis","L.","KY"
"Silene dioica (L.) Clairv.","Caryophyllales","Silene dioica","(L.) Clairv.","KY"
"Sinapis alba L.","Brassicales","Sinapis alba","L.","KY"
"Sisymbrium altissimum L.","Brassicales","Sisymbrium altissimum","L.","KY"
"Sium suave Walter","Apiales","Sium suave","Walter","KY"
"Solanum dulcamara L.","Solanales","Solanum dulcamara","L.","KY"
"Soleirolia soleirolii (Req.) Dandy","Rosales","Soleirolia soleirolii","(Req.) Dandy","KY"
"Solidago chilensis Meyen","Asterales","Solidago chilensis","Meyen","KY"
"Sonchus arvensis L.","Asterales","Sonchus arvensis","L.","KY"
"Sparganium americanum Nutt.","Poales","Sparganium americanum","Nutt.","KY"
"Spartium junceum L.","Fabales","Spartium junceum","L.","KY"
"Spinacia oleracea L.","Caryophyllales","Spinacia oleracea","L.","KY"
"Tagetes minuta L.","Asterales","Tagetes minuta","L.","KY"
"Tanacetum vulgare L.","Asterales","Tanacetum vulgare","L.","KY"
"Tanaecium exitiosum Dugand","Lamiales","Tanaecium exitiosum","Dugand","KY"
