"","Species.Name","Organism.Type","Broad.Habitat","status","country","iso2code"
"2087","Merremia tuberosa","Plant - Climber","","exotic","JAMAICA","JM"
"2088","Syzygium jambos","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2089","Tamarindus indica","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2090","Melia azedarach","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2091","Rottboellia cochinchinensis","Plant - Grass","Terrestrial","invasive","JAMAICA","JM"
"2092","Swietenia macrophylla","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2093","Syzygium jambos","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2094","Launaea intybacea","Plant - Shrub","","exotic","JAMAICA","JM"
"2095","Vallisneria spiralis","Plant - Aquatic","","exotic","JAMAICA","JM"
"2096","Prosopis chilensis","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2097","Pteridium aquilinum","Plant - Fern","Terrestrial","invasive","JAMAICA","JM"
"2098","Eugenia uniflora","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2099","Brachiara decumbens","Plant - Grass","Terrestrial","exotic","JAMAICA","JM"
"2100","Pittosporum undulatum","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2101","Eichhornia crassipes","Plant - Aquatic","Freshwater","exotic","JAMAICA","JM"
"2102","Polygonum chinense","Plant - Herb","Terrestrial","exotic","JAMAICA","JM"
"2103","Brachiara decumbens","Plant - Grass","Terrestrial","invasive","JAMAICA","JM"
"2104","Mangifera indica","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2105","Ricinus communis","Plant - Shrub","Terrestrial","invasive","JAMAICA","JM"
"2106","Jatropha curcas","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2107","Adenanthera pavonina","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2108","Sterculia apetala","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2109","Urochloa maxima","Plant - Grass","Terrestrial","invasive","JAMAICA","JM"
"2110","Acacia spp.","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2111","Carica papaya","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2112","Ricinus communis","Plant - Shrub","Terrestrial","invasive","JAMAICA","JM"
"2113","Portulaca oleracea","Plant - Succulent","","exotic","JAMAICA","JM"
"2114","Acacia farnesiana","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2115","Schinus terebinthifolius","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2116","Bambusa vulgaris","Plant - Grass","Terrestrial","exotic","JAMAICA","JM"
"2117","Hedychium gardnerianum","Plant - Herb","","exotic","JAMAICA","JM"
"2118","Senna tora","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2119","Manilkara zapota","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2120","Ageratina riparia","Plant - Herb","","exotic","JAMAICA","JM"
"2121","Calotropis procera","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2122","Tamarindus indica","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2123","Eichhornia crassipes","Plant - Aquatic","Freshwater","exotic","JAMAICA","JM"
"2124","Hedychium coccineum","Plant - Herb","Terrestrial","exotic","JAMAICA","JM"
"2125","Spathodea campanulata","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2126","Melinis minutiflora","Plant - Grass","Terrestrial","invasive","JAMAICA","JM"
"2127","Jatropha curcas","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2128","Rottboellia cochinchinensis","Plant - Grass","Terrestrial","exotic","JAMAICA","JM"
"2129","Adenanthera pavonina","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2130","Ardisia solanacea","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2131","Enterolobium cyclocapum","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2132","Leucaena leucocephala","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2133","Hedychium coccineum","Plant - Herb","Terrestrial","exotic","JAMAICA","JM"
"2134","Ageratina riparia","Plant - Herb","","exotic","JAMAICA","JM"
"2135","Samanea saman","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2136","Schinus terebinthifolius","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2137","Merremia tuberosa","Plant - Climber","","exotic","JAMAICA","JM"
"2138","Jacaranda mimosifolia","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2139","Parkinsonia aculeata","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2140","Schinus terebinthifolius","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2141","Adenanthera pavonina","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2142","Hedychium gardnerianum","Plant - Herb","","exotic","JAMAICA","JM"
"2143","Ageratina adenophora","Plant - Shrub","","exotic","JAMAICA","JM"
"2144","Carica papaya","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2145","Alpinnia allughas","Plant - Herb","Terrestrial","exotic","JAMAICA","JM"
"2146","Sesbania grandiflora","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2147","Tabebuia heterophylla","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2148","Melinis minutiflora","Plant - Grass","Terrestrial","invasive","JAMAICA","JM"
"2149","Alpinnia allughas","Plant - Herb","Terrestrial","exotic","JAMAICA","JM"
"2150","Urochloa maxima","Plant - Grass","Terrestrial","exotic","JAMAICA","JM"
"2151","Eugenia uniflora","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2152","Eugenia uniflora","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2153","Acacia holosericea","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2154","Artocarpus altilis","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2155","Brachiara decumbens","Plant - Grass","Terrestrial","exotic","JAMAICA","JM"
"2156","Prosopis chilensis","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2157","Annona squamosa","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2158","Pittosporum undulatum","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2159","Melaleuca quinquenervia","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2160","Bryophyllum pinnatum","Plant - Herb","Terrestrial","exotic","JAMAICA","JM"
"2161","Flacourtia indica","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2162","Bambusa vulgaris","Plant - Grass","Terrestrial","invasive","JAMAICA","JM"
"2163","Azadirachta indica","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2164","Pittosporum undulatum","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2165","Senecio vulgaris","Plant - Herb","","exotic","JAMAICA","JM"
"2166","Artocarpus integer","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2167","Erythrina poeppigiana","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2168","Grevillea robusta","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2169","Acacia mearnsii","Plant -  Tree","","exotic","JAMAICA","JM"
"2170","Grevillea robusta","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2171","Tabebuia heterophylla","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2172","Swietenia macrophylla","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2173","Bryophyllum pinnatum","Plant - Herb","Terrestrial","exotic","JAMAICA","JM"
"2174","Ageratina adenophora","Plant - Shrub","","invasive","JAMAICA","JM"
"2175","Albizia procera","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2176","Hedychium coronarium","Plant - Herb","Terrestrial","exotic","JAMAICA","JM"
"2177","Calotropis procera","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2178","Erythrina poeppigiana","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2179","Syzygium cumini","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2180","Grevillea robusta","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2181","Enterolobium cyclocapum","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2182","Cinnamomum zeylanicum","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2183","Dichrostachys cinerea","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2184","Leucaena diversifolia","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2185","Cherax quadricarinatus","Plant - Tree","Freshwater","exotic","JAMAICA","JM"
"2186","Rottboellia cochinchinensis","Plant - Grass","Terrestrial","exotic","JAMAICA","JM"
"2187","Eichhornia crassipes","Plant - Aquatic","Freshwater","invasive","JAMAICA","JM"
"2188","Ageratina adenophora","Plant - Shrub","","invasive","JAMAICA","JM"
"2189","Aleurites moluccana","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2190","Manilkara zapota","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2191","Pithecellobium dulce","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2192","Cinnamomum zeylanicum","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2193","Cananga odorata","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2194","Launaea intybacea","Plant - Shrub","","invasive","JAMAICA","JM"
"2195","Mimosa pigra","Plant - Shrub","Terrestrial","exotic","JAMAICA","JM"
"2196","Ziziphus mauritiana","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2197","Leucaena leucocephala","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2198","Parkinsonia aculeata","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2199","Hedychium coronarium","Plant - Herb","Terrestrial","exotic","JAMAICA","JM"
"2200","Albizia procera","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2201","Mimosa pigra","Plant - Shrub","Terrestrial","exotic","JAMAICA","JM"
"2202","Cananga odorata","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2203","Haematoxylum
campechianum","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2204","Mimosa pigra","Plant - Shrub","Terrestrial","exotic","JAMAICA","JM"
"2205","Ambrosia artemisiifolia","Plant - Herb","","exotic","JAMAICA","JM"
"2206","Brachiara decumbens","Plant - Grass","Terrestrial","invasive","JAMAICA","JM"
"2207","Polygonum chinense","Plant - Herb","Terrestrial","exotic","JAMAICA","JM"
"2208","Ricinus communis","Plant - Shrub","Terrestrial","exotic","JAMAICA","JM"
"2209","Acacia polyacantha","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2210","Parkia biglobosa","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2211","Ardisia solanacea","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2212","Melaleuca quinquenervia","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2213","Pittosporum undulatum","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2214","Melia azedarach","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2215","Sesbania grandiflora","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2216","Ardisia solanacea","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2217","Pinus caribaea","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2218","Bambusa vulgaris","Plant - Grass","Terrestrial","exotic","JAMAICA","JM"
"2219","Cherax quadricarinatus","Plant - Tree","Freshwater","exotic","JAMAICA","JM"
"2220","Ricinus communis","Plant - Shrub","Terrestrial","exotic","JAMAICA","JM"
"2221","Acacia polyacantha","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2222","Grevillea robusta","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2223","Syzygium jambos","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2224","Psidium cattleianum","Plant - Tree","","exotic","JAMAICA","JM"
"2225","Macroptilium atropurpureum","Plant - Shrub","Terrestrial","exotic","JAMAICA","JM"
"2226","Ageratina adenophora","Plant - Shrub","","exotic","JAMAICA","JM"
"2227","Eichhornia crassipes","Plant - Aquatic","Freshwater","invasive","JAMAICA","JM"
"2228","Ambrosia artemisiifolia","Plant - Herb","","exotic","JAMAICA","JM"
"2229","Macroptilium atropurpureum","Plant - Shrub","Terrestrial","exotic","JAMAICA","JM"
"2230","Prosopis juliflora","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2231","Dichrostachys cinerea","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2232","Mimosa pigra","Plant - Shrub","Terrestrial","exotic","JAMAICA","JM"
"2233","Urochloa maxima","Plant - Grass","Terrestrial","exotic","JAMAICA","JM"
"2234","Artocarpus integer","Plant - Tree","Terrestrial","exotic","JAMAICA","JM"
"2235","Typha domingensis","Plant - Cattail","Terrestrial*","invasive","JAMAICA","JM"
"2236","Typha domingensis","Plant - Cattail","Terrestrial*","invasive","JAMAICA","JM"
"2237","Hedychium gardnerianum","Plant - Herb","","invasive","JAMAICA","JM"
"2238","Opuntia aurantiaca","Plant - Succulent","","exotic","JAMAICA","JM"
"2240","Malaleuca spp.","Plant - Tree","Terrestrial","invasive","JAMAICA","JM"
"2241","Hedychium coccineum","Plant - Herb","Terrestrial","invasive","JAMAICA","JM"
"2242","Hedychium coronarium","Plant - Herb","Terrestrial","invasive","JAMAICA","JM"
"2243","Swietenia macrophylla","Plant - Tree","Terrestrial","exotic","ANTILLES","AN"
"2244","Swietenia macrophylla","Plant - Tree","Terrestrial","exotic","ANTILLES","AN"
"2245","Portulaca oleracea","Plant - Succulent","","exotic","ANTILLES","AN"
"2246","Portulaca oleracea","Plant - Succulent","","exotic","ANTILLES","AN"
"2247","Scaevola sericea","Plant - Shrub","Terrestrial","invasive","CAYMAN ISLANDS","KY"
"2248","Scaevola sericea","Plant - Shrub","Terrestrial","invasive","CAYMAN ISLANDS","KY"
"2249","Scaevola sericea","Plant - Shrub","Terrestrial","exotic","CAYMAN ISLANDS","KY"
"2250","Scaevola sericea","Plant - Shrub","Terrestrial","exotic","CAYMAN ISLANDS","KY"
"2251","Urochloa maxima","Plant - Grass","Terrestrial","exotic","CAYMAN ISLANDS","KY"
"2252","Psidium guajava","Plant - Tree","Terrestrial","exotic","CAYMAN ISLANDS","KY"
"2253","Rhoeo spathacea","Plant - Herb","Terrestrial","invasive","CAYMAN ISLANDS","KY"
"2254","Ricinus communis","Plant - Shrub","Terrestrial","exotic","CAYMAN ISLANDS","KY"
"2255","Ziziphus mauritiana","Plant - Tree","Terrestrial","exotic","CAYMAN ISLANDS","KY"
"2256","Ziziphus mauritiana","Plant - Tree","Terrestrial","exotic","CAYMAN ISLANDS","KY"
"2257","Urochloa maxima","Plant - Grass","Terrestrial","exotic","CAYMAN ISLANDS","KY"
"2258","Ricinus communis","Plant - Shrub","Terrestrial","exotic","CAYMAN ISLANDS","KY"
"2259","Psidium guajava","Plant - Tree","Terrestrial","exotic","CAYMAN ISLANDS","KY"
"2260","Rhoeo spathacea","Plant - Herb","Terrestrial","exotic","CAYMAN ISLANDS","KY"
"2261","Rhoeo spathacea","Plant - Herb","Terrestrial","exotic","CAYMAN ISLANDS","KY"
"2263","Alternanthera philoxeroides","Plant - Herb","Freshwater","exotic","UNITED STATES","US"
"2264","Alternanthera philoxeroides","Plant - Herb","Freshwater","exotic","UNITED STATES","US"
"2265","Spartina alterniflora","Plant - Aquatic","Marine","invasive","UNITED STATES","US"
"2266","Spartina alterniflora","Plant - Aquatic","Marine","invasive","UNITED STATES","US"
"2267","Aleurites moluccana","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2268","Aleurites moluccana","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2269","Hedychium gardnerianum","Plant - Herb","","exotic","MARTINIQUE","MQ"
"2270","Mimosa pudica","Plant - Herb","","exotic","MARTINIQUE","MQ"
"2271","Triphasia trifolia","Plant - Shrub","Terrestrial","exotic","MARTINIQUE","MQ"
"2272","Pithecellobium dulce","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2273","Passiflora suberosa","Plant - Climber","","exotic","MARTINIQUE","MQ"
"2274","Dioscorea bulbifera","Plant - Vine","","exotic","MARTINIQUE","MQ"
"2275","Leucaena leucocephala","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2276","Carica papaya","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2277","Eugenia uniflora","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2278","Annona squamosa","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2279","Samanea saman","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2280","Melinis minutiflora","Plant - Grass","Terrestrial","exotic","MARTINIQUE","MQ"
"2281","Hedychium coronarium","Plant - Herb","Terrestrial","exotic","MARTINIQUE","MQ"
"2282","Passiflora edulis","Plant - Climber","","exotic","MARTINIQUE","MQ"
"2283","Portulaca oleracea","Plant - Succulent","","exotic","MARTINIQUE","MQ"
"2284","Gliricidia sepium","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2285","Bauhinia tomentosa","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2286","Sesbania grandiflora","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2287","Thunbergia grandiflora","Plant - Climber","","exotic","MARTINIQUE","MQ"
"2288","Urochloa maxima","Plant - Grass","Terrestrial","exotic","MARTINIQUE","MQ"
"2289","Artocarpus altilis","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2290","Jacaranda mimosifolia","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2291","Gliricidia sepium","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2292","Samanea saman","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2293","Moghania strobilifera","Plant - Shrub","Terrestrial","exotic","MARTINIQUE","MQ"
"2294","Annona squamosa","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2295","Senna multijuga","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2296","Eichhornia crassipes","Plant - Aquatic","Freshwater","exotic","MARTINIQUE","MQ"
"2297","Melinis minutiflora","Plant - Grass","Terrestrial","exotic","MARTINIQUE","MQ"
"2298","Triadica sebifera","Plant - Tree","","exotic","MARTINIQUE","MQ"
"2299","Calotropis procera","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2300","Merremia tuberosa","Plant - Climber","","invasive","MARTINIQUE","MQ"
"2301","Bauhinia purpurea","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2302","Parkinsonia aculeata","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2303","Ziziphus mauritiana","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2304","Flemingia strobilifera","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2305","Rottboellia cochinchinensis","Plant - Grass","Terrestrial","exotic","MARTINIQUE","MQ"
"2306","Tradescantia zebrina","Plant - Herb","","exotic","MARTINIQUE","MQ"
"2307","Ambrosia artemisiifolia","Plant - Herb","","exotic","MARTINIQUE","MQ"
"2308","Ocimum gratissimum","Plant - Herb","","exotic","MARTINIQUE","MQ"
"2309","Albizia lebbeck","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2310","Acacia nilotica","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2311","Oeceoclades maculata","Plant - Herb","","invasive","MARTINIQUE","MQ"
"2312","Triphasia trifolia","Plant - Shrub","Terrestrial","exotic","MARTINIQUE","MQ"
"2313","Leucaena diversifolia","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2314","Asystasia gangetica","Plant - Herb","","exotic","MARTINIQUE","MQ"
"2315","Urochloa maxima","Plant - Grass","Terrestrial","exotic","MARTINIQUE","MQ"
"2316","Syzygium jambos","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2317","Caesalpinia decapetala","Plant - Tree","","exotic","MARTINIQUE","MQ"
"2318","Cinnamomum zeylanicum","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2319","Syzygium jambos","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
"2320","Melaleuca quinquenervia","Plant - Tree","Terrestrial","exotic","MARTINIQUE","MQ"
