"matchedname","authority","sourceid","uri","GBIF_id"
"Cyperus sphacelatus","Rottb.","iPlant_TNRS","http://www.tropicos.org/Name/9900595","2715182"
"Cyperus tenuiflorus","Rottb.","iPlant_TNRS","http://www.tropicos.org/Name/9904160","7513734"
"Cyperus tenuispica","Steud.","iPlant_TNRS","http://www.tropicos.org/Name/9906268","2715449"
"Cyperus tuberosus","Rottb.","iPlant_TNRS","http://www.tropicos.org/Name/9902690","2714107"
"Cyperus gymnocaulos","(Steud.) Kük.","iPlant_TNRS","http://www.tropicos.org/Name/100177627","6310952"
"Cyperus virens","Michx.","iPlant_TNRS","http://www.tropicos.org/Name/9901862","2716420"
"Cyphomandra betacea","(Cav.) Sendtn.","iPlant_TNRS","http://www.tropicos.org/Name/29600642","2928852"
"Cyrtococcum deltoideum","(Hack.) A. Camus","iPlant_TNRS","http://www.tropicos.org/Name/25537373","4133024"
"Cyrtococcum patens","(L.) A. Camus","iPlant_TNRS","http://www.tropicos.org/Name/25543133","2705908"
"Cyrtomium falcatum","(L. f.) C. Presl","iPlant_TNRS","http://www.tropicos.org/Name/26602768","2650829"
"Cytisus multiflorus","Sweet","iPlant_TNRS","http://www.tropicos.org/Name/13029878","7681436"
"Cytisus scoparius","(L.) Link","iPlant_TNRS","http://www.tropicos.org/Name/13029962","5354656"
"Cytisus striatus","(Hill) Rothm.","iPlant_TNRS","http://www.tropicos.org/Name/13058355","5354707"
"Dactylis glomerata","L.","iPlant_TNRS","http://www.tropicos.org/Name/25509480","2705308"
"Dactyloctenium aegyptium","(L.) Willd.","iPlant_TNRS","http://www.tropicos.org/Name/25513580","2706188"
"Dactyloctenium australe","Steud.","iPlant_TNRS","http://www.tropicos.org/Name/25515284","4149975"
"Dactyloctenium giganteum","B.S. Fisher & Schweick.","iPlant_TNRS","http://www.tropicos.org/Name/25515286","4149875"
"Dais","L.","iPlant_TNRS","http://www.tropicos.org/Name/40021426","7311487"
"Dalbergia sissoo","Roxb. ex DC.","iPlant_TNRS","http://www.tropicos.org/Name/13018086","2968532"
"Dalea occidentalis","(Rydb.) Barneby","iPlant_TNRS","http://www.tropicos.org/Name/13040989","5353084"
"Damasonium minus","(R. Br.) Buchenau","iPlant_TNRS","http://www.tropicos.org/Name/100178996","5328685"
"Danthonia decumbens","(L.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/25521865","2703250"
"Sieglingia decumbens","(L.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/25521865","2703250"
"Danthonia spicata","(L.) P. Beauv. ex Roem. & Schult.","iPlant_TNRS","http://www.tropicos.org/Name/25510902","2703267"
"Daphne laureola","L.","iPlant_TNRS","http://www.tropicos.org/Name/32000009","5420853"
"Chamelaucium uncinatum","(Schauer) F. Muell.","iPlant_TNRS","http://www.tropicos.org/Name/100179206","5420820"
"Dasylirion texanum","Scheele","iPlant_TNRS","http://www.tropicos.org/Name/18401743","2772591"
"Dasylirion wheeleri","S. Watson ex Rothr.","iPlant_TNRS","http://www.tropicos.org/Name/18401744","2772620"
"Datura","L.","iPlant_TNRS","http://www.tropicos.org/Name/40022312","2928734"
"Datura arborea","L.","iPlant_TNRS","http://www.tropicos.org/Name/29603366","2928889"
"Datura candida","(Pers.) Saff.","iPlant_TNRS","http://www.tropicos.org/Name/29603115","2928888"
"Datura discolor","Bernh.","iPlant_TNRS","http://www.tropicos.org/Name/29602646","2928735"
"Datura ferox","L.","iPlant_TNRS","http://www.tropicos.org/Name/29602647","7894250"
"Datura meteloides","Mill.","iPlant_TNRS","http://www.tropicos.org/Name/29600166","2928755"
"Datura leichhardtii","F. Muell. ex Benth.","iPlant_TNRS","http://www.tropicos.org/Name/50093161","7893055"
"Datura metel","L.","iPlant_TNRS","http://www.tropicos.org/Name/29600006","2928747"
"Datura stramonium","L.","iPlant_TNRS","http://www.tropicos.org/Name/29600007","2928751"
"Datura tatula","L.","iPlant_TNRS","http://www.tropicos.org/Name/29600007","2928751"
"Datura wrightii","Regel","iPlant_TNRS","http://www.tropicos.org/Name/29600168","2928741"
"Daucus carota","L.","iPlant_TNRS","http://www.tropicos.org/Name/1701516","3034742"
"Daucus pusillus","Michx.","iPlant_TNRS","http://www.tropicos.org/Name/1701108","3034741"
"Decodon verticillatus","(L.) Elliott","iPlant_TNRS","http://www.tropicos.org/Name/19200268","5420916"
"Delairea odorata","Lem.","iPlant_TNRS","http://www.tropicos.org/Name/50154312","3134183"
"Senecio mikanioides","Lem.","iPlant_TNRS","http://www.tropicos.org/Name/50154312","3134183"
"Delonix regia","(Bojer ex Hook.) Raf.","iPlant_TNRS","http://www.tropicos.org/Name/13047083","2956176"
"Delphinium","L.","iPlant_TNRS","http://www.tropicos.org/Name/40023242","3033687"
"Delphinium occidentale","(S. Watson) S. Watson","iPlant_TNRS","http://www.tropicos.org/Name/27103515","8135497"
"Delphinium megacarpum","A. Gray","iPlant_TNRS","http://www.tropicos.org/Name/27100919","3033707"
"Delphinium barbeyi","(Huth) Huth","iPlant_TNRS","http://www.tropicos.org/Name/27100924","3033713"
"Delphinium bicolor","Nutt.","iPlant_TNRS","http://www.tropicos.org/Name/27100925","3033698"
"Delphinium virescens","(Nutt.) R.E. Brooks","iPlant_TNRS","http://www.tropicos.org/Name/27103416","3922376"
"Delphinium geyeri","Greene","iPlant_TNRS","http://www.tropicos.org/Name/27100386","3033705"
"Delphinium glaucum","S. Watson","iPlant_TNRS","http://www.tropicos.org/Name/27100387","3033694"
"Delphinium nelsonii","Pritz.","iPlant_TNRS","http://www.tropicos.org/Name/27100959","3033734"
"Delphinium halteratum","(Sibth. & Sm.) Batt.","iPlant_TNRS","http://www.tropicos.org/Name/100321329","7810457"
"Delphinium scaposum","Greene","iPlant_TNRS","http://www.tropicos.org/Name/27100394","3033692"
"Delphinium scopulorum","A. Gray","iPlant_TNRS","http://www.tropicos.org/Name/27100981","3033695"
"Delphinium tricorne","Michx.","iPlant_TNRS","http://www.tropicos.org/Name/27100987","3033781"
"Dennstaedtia punctilobula","(Michx.) T. Moore","iPlant_TNRS","http://www.tropicos.org/Name/26600125","2650777"
"Dentella repens","(L.) J.R. Forst. & G. Forst.","iPlant_TNRS","http://www.tropicos.org/Name/100180291","2900952"
"Athyrium thelypterioides","(Sw.) M. Kato","iPlant_TNRS","http://www.tropicos.org/Name/26608777","2650986"
"Diplazium japonicum","(Thunb.) M. Kato","iPlant_TNRS","http://www.tropicos.org/Name/26610738","2650993"
"Derris elliptica","(Roxb.) Benth.","iPlant_TNRS","http://www.tropicos.org/Name/13018222","5350305"
"Descurainia","Webb & Berthel.","iPlant_TNRS","http://www.tropicos.org/Name/40028497","3044104"
"Descurainia longipedicellata","O.E. Schulz","iPlant_TNRS","http://www.tropicos.org/Name/100358488","3044255"
"Descurainia pinnata","(Walter) Britton","iPlant_TNRS","http://www.tropicos.org/Name/4100122","3044133"
"Descurainia sophia","(L.) Webb ex Prantl","iPlant_TNRS","http://www.tropicos.org/Name/4100428","3044318"
"Desmanthus virgatus","(L.) Willd.","iPlant_TNRS","http://www.tropicos.org/Name/13018299","5360097"
"Desmodium canadense","(L.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/13018345","2967285"
"Desmodium cuspidatum","(Muhl. ex Willd.) Loudon","iPlant_TNRS","http://www.tropicos.org/Name/13043677","2967264"
"Desmodium heterophyllum","(Willd.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/13018421","2967708"
"Desmodium incanum","(Sw.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/13018432","2967060"
"Desmodium intortum","(Mill.) Urb.","iPlant_TNRS","http://www.tropicos.org/Name/13017674","2967846"
"Desmodium diffusum","DC.","iPlant_TNRS","http://www.tropicos.org/Name/13018449","2967055"
"Desmodium procumbens","(Mill.) Hitchc.","iPlant_TNRS","http://www.tropicos.org/Name/13017747","2967327"
"Desmodium scorpiurus","(Sw.) Desv.","iPlant_TNRS","http://www.tropicos.org/Name/13018581","2967724"
"Desmodium strigillosum","Schindl.","iPlant_TNRS","http://www.tropicos.org/Name/13043607","2967070"
"Desmodium tortuosum","(Sw.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/13018624","2967221"
"Desmodium triflorum","(L.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/13018630","2967163"
"Desmodium uncinatum","(Jacq.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/13018640","2967319"
"Desmostachya bipinnata","(L.) Stapf","iPlant_TNRS","http://www.tropicos.org/Name/25509493","4142071"
"Calamagrostis hakonensis","(Franch. & Sav.) Keng","iPlant_TNRS","http://www.tropicos.org/Name/25561183","4139505"
"Dianthus armeria","L.","iPlant_TNRS","http://www.tropicos.org/Name/6300067","3085413"
"Dianthus barbatus","L.","iPlant_TNRS","http://www.tropicos.org/Name/6300069","3085421"
"Dianthus plumarius","L.","iPlant_TNRS","http://www.tropicos.org/Name/6300884","3085412"
"Dianthus superbus","L.","iPlant_TNRS","http://www.tropicos.org/Name/6301519","6363496"
"Panicum ciliatifolium","(Trin.) Freckmann","iPlant_TNRS","http://www.tropicos.org/Name/25527765","4133398"
"Dichanthium annulatum","(Forssk.) Stapf","iPlant_TNRS","http://www.tropicos.org/Name/25509495","2702446"
"Dichanthium aristatum","(Poir.) C.E. Hubb.","iPlant_TNRS","http://www.tropicos.org/Name/25514347","2702445"
"Dichanthium caricosum","(L.) A. Camus","iPlant_TNRS","http://www.tropicos.org/Name/25520855","2702450"
"Dichanthium sericeum","(R. Br.) A. Camus","iPlant_TNRS","http://www.tropicos.org/Name/25518502","2702451"
"Dichapetalum cymosum","Engl.","iPlant_TNRS","http://www.tropicos.org/Name/10600082","4195988"
"Dichondra micrantha","Urb.","iPlant_TNRS","http://www.tropicos.org/Name/8501566","2928666"
"Dichondra repens","J.R. Forst. & G. Forst.","iPlant_TNRS","http://www.tropicos.org/Name/8500937","2928667"
"Dichorisandra thyrsiflora","J.C. Mikan","iPlant_TNRS","http://www.tropicos.org/Name/8300718","2763632"
"Dichrocephala bicolor","(L. f.) Kuntze","iPlant_TNRS","http://www.tropicos.org/Name/2718279","3115588"
"Dichrocephala integrifolia","(L. f.) Kuntze","iPlant_TNRS","http://www.tropicos.org/Name/2718279","3115588"
"Dichrostachys cinerea","(L.) Wight & Arn.","iPlant_TNRS","http://www.tropicos.org/Name/13050364","2975891"
"Dichrostachys nutans","(Forssk.) Chiov.","iPlant_TNRS","http://www.tropicos.org/Name/13057698","2975892"
"Australina acuminata","Friis & Wilmot-Dear","iPlant_TNRS","http://www.tropicos.org/Name/33400617","4098352"
"Dierama pendulum","Baker","iPlant_TNRS","http://www.tropicos.org/Name/16601303","5296518"
"Dierama pulcherrimum","Baker","iPlant_TNRS","http://www.tropicos.org/Name/16601305","5296524"
"Diervilla lonicera","Mill.","iPlant_TNRS","http://www.tropicos.org/Name/6000128","2888711"
"Dietes bicolor","Sweet ex Klatt","iPlant_TNRS","http://www.tropicos.org/Name/16600131","2742454"
"Dietes iridioides","(L.) Sweet","iPlant_TNRS","http://www.tropicos.org/Name/100181160","2742428"
"Digera muricata","(L.) Mart.","iPlant_TNRS","http://www.tropicos.org/Name/1100022","6429755"
"Digitalis lanata","Ehrh.","iPlant_TNRS","http://www.tropicos.org/Name/29200043","5414989"
"Digitalis purpurea","L.","iPlant_TNRS","http://www.tropicos.org/Name/29200045","5414995"
"Digitaria abyssinica","(Hochst. ex A. Rich.) Stapf","iPlant_TNRS","http://www.tropicos.org/Name/25514410","5289929"
"Digitaria scalarum","(Hochst. ex A. Rich.) Stapf","iPlant_TNRS","http://www.tropicos.org/Name/25514410","5289929"
"Digitaria aequiglumis","(Hack. & Arechav.) Parodi","iPlant_TNRS","http://www.tropicos.org/Name/25516446","5676646"
"Digitaria ciliaris","(Retz.) Koeler","iPlant_TNRS","http://www.tropicos.org/Name/25509499","5289998"
"Digitaria adscendens","","iPlant_TNRS","http://www.tropicos.org/Name/50296626","8204630"
"Digitaria sericea","","iPlant_TNRS","http://www.tropicos.org/Name/50296626","8204630"
"Digitaria debilis","(Desf.) Willd.","iPlant_TNRS","http://www.tropicos.org/Name/25514418","5289948"
"Digitaria didactyla","Willd.","iPlant_TNRS","http://www.tropicos.org/Name/25514421","5289960"
"Digitaria decumbens","Steud.","iPlant_TNRS","http://www.tropicos.org/Name/25511882","5289987"
"Digitaria eriantha","Steud.","iPlant_TNRS","http://www.tropicos.org/Name/25511882","5289987"
"Digitaria filiformis","(L.) Koeler","iPlant_TNRS","http://www.tropicos.org/Name/25511885","5289985"
"Digitaria fuscescens","(J. Presl) Henrard","iPlant_TNRS","http://www.tropicos.org/Name/25510937","5289932"
"Digitaria henryi","Rendle","iPlant_TNRS","http://www.tropicos.org/Name/25529384","5675725"
"Digitaria heterantha","(Hook. f.) Merr.","iPlant_TNRS","http://www.tropicos.org/Name/25528071","4128758"
"Digitaria horizontalis","Willd.","iPlant_TNRS","http://www.tropicos.org/Name/25510939","5289958"
"Digitaria insularis","(L.) Fedde","iPlant_TNRS","http://www.tropicos.org/Name/25530360","5289938"
"Trichachne insularis","(L.) Fedde","iPlant_TNRS","http://www.tropicos.org/Name/25530360","5289938"
"Digitaria ischaemum","(Schreb.) Muhl.","iPlant_TNRS","http://www.tropicos.org/Name/25511893","5290003"
"Digitaria longiflora","(Retz.) Pers.","iPlant_TNRS","http://www.tropicos.org/Name/25509504","5289974"
"Digitaria milanjiana","(Rendle) Stapf","iPlant_TNRS","http://www.tropicos.org/Name/25510940","5289950"
"Digitaria nuda","Schumach.","iPlant_TNRS","http://www.tropicos.org/Name/25514449","5289967"
"Digitaria timorensis","(J. Presl) Miq.","iPlant_TNRS","http://www.tropicos.org/Name/25509506","5289954"
"Digitaria sanguinalis","(L.) Scop.","iPlant_TNRS","http://www.tropicos.org/Name/25513602","5289972"
"Digitaria microbachne","Roth","iPlant_TNRS","http://www.tropicos.org/Name/25509508","5289961"
"Digitaria pruriens","Roth","iPlant_TNRS","http://www.tropicos.org/Name/25509508","5289961"
"Digitaria setigera","Roth","iPlant_TNRS","http://www.tropicos.org/Name/25509508","5289961"
"Digitaria ternata","(Hochst. ex A. Rich.) Stapf","iPlant_TNRS","http://www.tropicos.org/Name/25509510","5675188"
"Digitaria velutina","(Forssk.) P. Beauv.","iPlant_TNRS","http://www.tropicos.org/Name/25514462","5289935"
"Digitaria violascens","Link","iPlant_TNRS","http://www.tropicos.org/Name/25509511","5289995"
"Dimorphotheca pluvialis","(L.) Moench","iPlant_TNRS","http://www.tropicos.org/Name/2702388","5402363"
"Dimorphotheca sinuata","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2709935","5402350"
"Leptochloa chinensis","(L.) P.M. Peterson & N. Snow","iPlant_TNRS","http://www.tropicos.org/Name/100380598","7929064"
"Leptochloa coerulescens","(Steud.) P.M. Peterson & N. Snow","iPlant_TNRS","http://www.tropicos.org/Name/100380600","7798663"
"Leptochloa filiformis","(Michx.) P.M. Peterson & N. Snow","iPlant_TNRS","http://www.tropicos.org/Name/100380611","7855176"
"Leptochloa mucronata","(Michx.) P.M. Peterson & N. Snow","iPlant_TNRS","http://www.tropicos.org/Name/100380611","7855176"
"Dinebra retroflexa","(Vahl) Panz.","iPlant_TNRS","http://www.tropicos.org/Name/25523318","2703240"
"Diodia sarmentosa","Sw.","iPlant_TNRS","http://www.tropicos.org/Name/27903132","9174642"
"Diodia virginiana","L.","iPlant_TNRS","http://www.tropicos.org/Name/27903137","2908579"
"Dioscorea alata","L.","iPlant_TNRS","http://www.tropicos.org/Name/11000003","2754476"
"Dioscorea bulbifera","L.","iPlant_TNRS","http://www.tropicos.org/Name/11000268","2755489"
"Tamus communis","(L.) Caddick & Wilkin","iPlant_TNRS","http://www.tropicos.org/Name/50232719","2755063"
"Dioscorea japonica","Thunb.","iPlant_TNRS","http://www.tropicos.org/Name/11000467","2755706"
"Dioscorea batatas","Turcz.","iPlant_TNRS","http://www.tropicos.org/Name/11000612","2754732"
"Dioscorea villosa","L.","iPlant_TNRS","http://www.tropicos.org/Name/11000317","2754553"
"Royena sericea","(Bernh.) De Winter","iPlant_TNRS","http://www.tropicos.org/Name/11500265","6306864"
"Diospyros texana","Scheele","iPlant_TNRS","http://www.tropicos.org/Name/11500205","3032981"
"Diospyros virginiana","L.","iPlant_TNRS","http://www.tropicos.org/Name/11500206","3032986"
"Leptochloa fascicularis","(Lam.) P.M. Peterson & N. Snow","iPlant_TNRS","http://www.tropicos.org/Name/100380620","8257546"
"Diplachne uninervia","(J. Presl) P.M. Peterson & N. Snow","iPlant_TNRS","http://www.tropicos.org/Name/100380622","8369366"
"Leptochloa uninervia","(J. Presl) P.M. Peterson & N. Snow","iPlant_TNRS","http://www.tropicos.org/Name/100380622","8369366"
"Diplazium esculentum","(Retz.) Sw.","iPlant_TNRS","http://www.tropicos.org/Name/26602792","2650858"
"Diplotaxis catholica","(L.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/50070776","5376351"
"Diplotaxis erucoides","(L.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/4102748","5376309"
"Diplotaxis muralis","(L.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/4100431","5376337"
"Diplotaxis tenuifolia","(L.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/4100433","5376426"
"Diplotaxis viminea","(L.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/4104663","5376357"
"Diplotaxis virgata","(Cav.) DC.","iPlant_TNRS","http://www.tropicos.org/Name/4103231","5376326"
"Dipogon lignosus","(L.) Verdc.","iPlant_TNRS","http://www.tropicos.org/Name/13056428","5349965"
"Dipsacus fullonum","L.","iPlant_TNRS","http://www.tropicos.org/Name/11200089","7673315"
"Dipsacus sylvestris","L.","iPlant_TNRS","http://www.tropicos.org/Name/11200089","7673315"
"Dipsacus laciniatus","L.","iPlant_TNRS","http://www.tropicos.org/Name/11200011","2888814"
"Dipsacus sativus","(L.) Honck.","iPlant_TNRS","http://www.tropicos.org/Name/11200214","2888816"
"Dirca palustris","L.","iPlant_TNRS","http://www.tropicos.org/Name/32000144","3188462"
"Commelina africana","(L.) Raf.","iPlant_TNRS","http://www.tropicos.org/Name/100182163","2763988"
"Dischisma arenarium","E. Mey.","iPlant_TNRS","http://www.tropicos.org/Name/29203238","3742552"
"Dischisma capitatum","Choisy","iPlant_TNRS","http://www.tropicos.org/Name/29203239","3742542"
"Disocactus","Lindl.","iPlant_TNRS","http://www.tropicos.org/Name/40033744","7281686"
"Distichlis spicata","(L.) Greene","iPlant_TNRS","http://www.tropicos.org/Name/25511922","2704509"
"Distichlis stricta","(L.) Greene","iPlant_TNRS","http://www.tropicos.org/Name/25511922","2704509"
"Dittrichia graveolens","(L.) Greuter","iPlant_TNRS","http://www.tropicos.org/Name/2702390","3101193"
"Dittrichia viscosa","(L.) Greuter","iPlant_TNRS","http://www.tropicos.org/Name/2702391","3101184"
"Dodonaea viscosa","Jacq.","iPlant_TNRS","http://www.tropicos.org/Name/28601472","5421144"
"Macfadyena","Cham.","iPlant_TNRS","http://www.tropicos.org/Name/40034590","6401165"
"Dombeya rotundifolia","(Hochst.) Planch.","iPlant_TNRS","http://www.tropicos.org/Name/30401685","5546739"
"Dopatrium junceum","(Roxb.) Buch.-Ham. ex Benth.","iPlant_TNRS","http://www.tropicos.org/Name/29200303","3172223"
"Gratiola juncea","(Roxb.) Buch.-Ham. ex Benth.","iPlant_TNRS","http://www.tropicos.org/Name/29200303","3172223"
"Grammatotheca bergiana","(Cham.) Kuntze","iPlant_TNRS","http://www.tropicos.org/Name/100182673","3168027"
"Dovyalis caffra","(Hook. f. & Harv.) Sim","iPlant_TNRS","http://www.tropicos.org/Name/100326513","2874131"
"Draba muralis","L.","iPlant_TNRS","http://www.tropicos.org/Name/4104733","3049836"
"Draba nemorosa","L.","iPlant_TNRS","http://www.tropicos.org/Name/4100144","3049685"
"Draba verna","L.","iPlant_TNRS","http://www.tropicos.org/Name/4101285","7473187"
"Erophila verna","L.","iPlant_TNRS","http://www.tropicos.org/Name/4101285","7473187"
"Dracocephalum moldavica","L.","iPlant_TNRS","http://www.tropicos.org/Name/17601443","2927222"
"Dracocephalum parviflorum","Nutt.","iPlant_TNRS","http://www.tropicos.org/Name/17601444","2927220"
"Drosanthemum candens","(Haw.) Schwantes","iPlant_TNRS","http://www.tropicos.org/Name/701684","3705352"
"Drymaria arenarioides","Humb. & Bonpl. ex Schult.","iPlant_TNRS","http://www.tropicos.org/Name/6300652","5384510"
"Drymaria cordata","(L.) Willd. ex Schult.","iPlant_TNRS","http://www.tropicos.org/Name/6301172","5384509"
"Drymaria pachyphylla","Wooton & Standl.","iPlant_TNRS","http://www.tropicos.org/Name/6300890","5384508"
"Drymaria villosa","Schltdl. & Cham.","iPlant_TNRS","http://www.tropicos.org/Name/6301211","7267996"
"Duchesnea chrysantha","(Zoll. & Moritzi) Miq.","iPlant_TNRS","http://www.tropicos.org/Name/27805358","3031928"
"Duchesnea indica","(Andrews) Teschem.","iPlant_TNRS","http://www.tropicos.org/Name/27800853","3031919"
"Duranta erecta","L.","iPlant_TNRS","http://www.tropicos.org/Name/33701128","2925655"
"Duranta repens","L.","iPlant_TNRS","http://www.tropicos.org/Name/33701128","2925655"
"Chenopodium botrys","(L.) Mosyakin & Clemants","iPlant_TNRS","http://www.tropicos.org/Name/50215994","5568428"
"Chenopodium multifidum","(L.) Mosyakin & Clemants","iPlant_TNRS","http://www.tropicos.org/Name/50215997","5568361"
"Dyssodia papposa","(Vent.) Hitchc.","iPlant_TNRS","http://www.tropicos.org/Name/2709990","5405417"
"Silene muscipula","(L.) Tzvelev","iPlant_TNRS","http://www.tropicos.org/Name/100327896","3815305"
"Ecballium elaterium","(L.) A. Rich.","iPlant_TNRS","http://www.tropicos.org/Name/9200004","2874680"
"Echinacea paradoxa","(Norton) Britton","iPlant_TNRS","http://www.tropicos.org/Name/2710006","3150925"
"Rudbeckia serotina","(L.) Moench","iPlant_TNRS","http://www.tropicos.org/Name/2710007","3150935"
"Echinocactus texensis","Hopffer","iPlant_TNRS","http://www.tropicos.org/Name/5100329","3084092"
"Morangaya","(G.D. Rowley) Mich. Lange","iPlant_TNRS","http://www.tropicos.org/Name/50180115","7279827"
"Echinochloa","P. Beauv.","iPlant_TNRS","http://www.tropicos.org/Name/40000893","2702794"
"Echinochloa colona","(L.) Link","iPlant_TNRS","http://www.tropicos.org/Name/25509517","2702812"
"Panicum erectum","","iPlant_TNRS","http://www.tropicos.org/Name/25509522","7226834"
"Echinochloa esculenta","(A. Braun) H. Scholz","iPlant_TNRS","http://www.tropicos.org/Name/25552023","2702798"
"Echinochloa utilis","(A. Braun) H. Scholz","iPlant_TNRS","http://www.tropicos.org/Name/25552023","2702798"
"Echinochloa frumentacea","Link","iPlant_TNRS","http://www.tropicos.org/Name/25514531","2702822"
"Echinochloa glabrescens","Munro ex Hook. f.","iPlant_TNRS","http://www.tropicos.org/Name/25544759","7953647"
"Echinochloa muricata","(P. Beauv.) Fernald","iPlant_TNRS","http://www.tropicos.org/Name/25518000","2702816"
"Echinochloa pungens","","iPlant_TNRS","http://www.tropicos.org/Name/25518421","9308029"
"Echinochloa oryzicola","(Ard.) Fritsch","iPlant_TNRS","http://www.tropicos.org/Name/25509527","2702820"
"Echinochloa oryzoides","(Ard.) Fritsch","iPlant_TNRS","http://www.tropicos.org/Name/25509527","2702820"
"Echinochloa phyllopogon","(Ard.) Fritsch","iPlant_TNRS","http://www.tropicos.org/Name/25509527","2702820"
"Panicum phyllopogon","(Ard.) Fritsch","iPlant_TNRS","http://www.tropicos.org/Name/25509527","2702820"
"Echinochloa polystachya","(Kunth) Hitchc.","iPlant_TNRS","http://www.tropicos.org/Name/25513210","2702800"
"Echinochloa praestans","P.W. Michael","iPlant_TNRS","http://www.tropicos.org/Name/25544937","4118308"
"Echinochloa holubii","(Lam.) Hitchc. & Chase","iPlant_TNRS","http://www.tropicos.org/Name/25510954","2702805"
"Echinochloa pyramidalis","(Lam.) Hitchc. & Chase","iPlant_TNRS","http://www.tropicos.org/Name/25510954","2702805"
"Echinochloa stagnina","(Retz.) P. Beauv.","iPlant_TNRS","http://www.tropicos.org/Name/25509529","2702806"
"Echinocystis lobata","(Michx.) Torr. & A. Gray","iPlant_TNRS","http://www.tropicos.org/Name/9200005","5331404"
"Echinodorus cordifolius","(Spreng.) Fassett","iPlant_TNRS","http://www.tropicos.org/Name/900217","5328802"
"Echinops sphaerocephalus","L.","iPlant_TNRS","http://www.tropicos.org/Name/2710012","5392883"
"Echinospartum barnadesii","(Graells) Vicioso","iPlant_TNRS","http://www.tropicos.org/Name/100328545","2959227"
"Echium italicum","Lacaita","iPlant_TNRS","http://www.tropicos.org/Name/4002174","8330134"
"Echium candicans","L. f.","iPlant_TNRS","http://www.tropicos.org/Name/4001492","7551118"
"Echium fastuosum","Aiton","iPlant_TNRS","http://www.tropicos.org/Name/4001853","8064183"
"Echium plantagineum","L.","iPlant_TNRS","http://www.tropicos.org/Name/4001277","2925895"
"Echium vulgare","L.","iPlant_TNRS","http://www.tropicos.org/Name/4000024","2925892"
"Eclipta alba","(L.) L.","iPlant_TNRS","http://www.tropicos.org/Name/2700683","5384950"
"Eclipta prostrata","(L.) L.","iPlant_TNRS","http://www.tropicos.org/Name/2700683","5384950"
"Egeria densa","Planch.","iPlant_TNRS","http://www.tropicos.org/Name/16100033","5329260"
"Elodea densa","Planch.","iPlant_TNRS","http://www.tropicos.org/Name/16100033","5329260"
"Egletes prostrata","(Sw.) Kuntze","iPlant_TNRS","http://www.tropicos.org/Name/2710013","3118727"
"Ehrharta calycina","Sm.","iPlant_TNRS","http://www.tropicos.org/Name/25511930","2702865"
"Ehrharta erecta","Lam.","iPlant_TNRS","http://www.tropicos.org/Name/25511931","2702863"
"Ehrharta longiflora","Sm.","iPlant_TNRS","http://www.tropicos.org/Name/25514725","2702862"
"Ehrharta pusilla","Nees ex Trin.","iPlant_TNRS","http://www.tropicos.org/Name/25514731","4116517"
"Ehrharta villosa","Schult. & Schult. f.","iPlant_TNRS","http://www.tropicos.org/Name/25518343","4116252"
"Eichhornia azurea","(Sw.) Kunth","iPlant_TNRS","http://www.tropicos.org/Name/26100017","2765950"
"Eichhornia crassipes","(Mart.) Solms","iPlant_TNRS","http://www.tropicos.org/Name/26100027","2765940"
"Eichhornia natans","(P. Beauv.) Solms","iPlant_TNRS","http://www.tropicos.org/Name/26100008","2765979"
"Elaeagnus angustifolia","L.","iPlant_TNRS","http://www.tropicos.org/Name/11600001","3039269"
"Elaeagnus commutata","Bernh. ex Rydb.","iPlant_TNRS","http://www.tropicos.org/Name/11600002","3039274"
"Elaeagnus pungens","Thunb.","iPlant_TNRS","http://www.tropicos.org/Name/11600009","8214730"
"Elaeagnus umbellata","Thunb.","iPlant_TNRS","http://www.tropicos.org/Name/11600010","7752288"
"Elatine americana","(Pursh) Arn.","iPlant_TNRS","http://www.tropicos.org/Name/11800006","5421107"
"Elatine minima","(Nutt.) Fisch. & C.A. Mey.","iPlant_TNRS","http://www.tropicos.org/Name/11800012","5421104"
"Elatine triandra","Schkuhr","iPlant_TNRS","http://www.tropicos.org/Name/11800001","5421095"
"Elatine orientalis","(Makino) Makino","iPlant_TNRS","http://www.tropicos.org/Name/100329902","7676484"
"Eleocharis","R. Br.","iPlant_TNRS","http://www.tropicos.org/Name/40001993","2716791"
"Eleocharis acicularis","(L.) Roem. & Schult.","iPlant_TNRS","http://www.tropicos.org/Name/9900077","2717570"
"Eleocharis acutangula","(Roxb.) Schult.","iPlant_TNRS","http://www.tropicos.org/Name/9900343","2716800"
"Eleocharis atropurpurea","(Retz.) J. Presl & C. Presl","iPlant_TNRS","http://www.tropicos.org/Name/9910013","2717771"
