"matchedname","authority","sourceid","uri","GBIF_id"
"Harungana madagascariensis","Lam. ex Poir.","iPlant_TNRS","http://www.tropicos.org/Name/7801103","3711847"
"Rhipsalidopsis","(Britton & Rose) Barthlott","iPlant_TNRS","http://www.tropicos.org/Name/50102066","7281276"
"Haumania danckelmaniana","(J. Braun & K. Schum.) Milne-Redh.","iPlant_TNRS","http://www.tropicos.org/Name/19700395","2762194"
"Hebe elliptica","(G. Forst.) Pennell","iPlant_TNRS","http://www.tropicos.org/Name/29200055","7344817"
"Hebe speciosa","(R. Cunn. ex A. Cunn.) Andersen","iPlant_TNRS","http://www.tropicos.org/Name/29200990","5414988"
"Gladiolus alatus","(L.) Eckl.","iPlant_TNRS","http://www.tropicos.org/Name/100201631","2749994"
"Hebenstretia dentata","L.","iPlant_TNRS","http://www.tropicos.org/Name/29203198","3725947"
"Hedeoma pulegioides","(L.) Pers.","iPlant_TNRS","http://www.tropicos.org/Name/17601460","2926704"
"Hedera helix","L.","iPlant_TNRS","http://www.tropicos.org/Name/2200015","8351737"
"Hedychium coccineum","Buch.-Ham. ex Sm.","iPlant_TNRS","http://www.tropicos.org/Name/34500313","2758716"
"Hedychium coronarium","J. Koenig","iPlant_TNRS","http://www.tropicos.org/Name/34500026","7883492"
"Hedychium flavescens","Carey ex Roscoe","iPlant_TNRS","http://www.tropicos.org/Name/34500124","2758601"
"Hedychium gardnerianum","Sheppard ex Ker Gawl.","iPlant_TNRS","http://www.tropicos.org/Name/100201790","2758700"
"Hedyotis auricularia","L.","iPlant_TNRS","http://www.tropicos.org/Name/50058465","2916046"
"Hedyotis corymbosa","(L.) Lam.","iPlant_TNRS","http://www.tropicos.org/Name/27905933","2912014"
"Hedyotis diffusa","Willd.","iPlant_TNRS","http://www.tropicos.org/Name/50058467","2916128"
"Hedypnois cretica","(L.) Dum. Cours.","iPlant_TNRS","http://www.tropicos.org/Name/2700848","5394840"
"Hedypnois rhagadioloides","(L.) F.W. Schmidt","iPlant_TNRS","http://www.tropicos.org/Name/2702603","5394841"
"Heimia salicifolia","Link","iPlant_TNRS","http://www.tropicos.org/Name/19200241","5420914"
"Helenium amarum","(Raf.) H. Rock","iPlant_TNRS","http://www.tropicos.org/Name/2700849","5401836"
"Helenium autumnale","L.","iPlant_TNRS","http://www.tropicos.org/Name/2700850","5401877"
"Helenium nudiflorum","Raf.","iPlant_TNRS","http://www.tropicos.org/Name/2725699","5401838"
"Heleochloa schoenoides","(L.) Host ex Roem.","iPlant_TNRS","http://www.tropicos.org/Name/100403039","2706121"
"Helianthus angustifolius","L.","iPlant_TNRS","http://www.tropicos.org/Name/2702618","3119144"
"Helianthus annuus","L.","iPlant_TNRS","http://www.tropicos.org/Name/2700851","9206251"
"Helianthus aridus","L.","iPlant_TNRS","http://www.tropicos.org/Name/2700851","9206251"
"Helianthus argophyllus","Torr. & A. Gray","iPlant_TNRS","http://www.tropicos.org/Name/2702630","3119232"
"Helianthus californicus","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2702631","3119239"
"Helianthus debilis","Nutt.","iPlant_TNRS","http://www.tropicos.org/Name/2700854","3119191"
"Helianthus grosseserratus","M. Martens","iPlant_TNRS","http://www.tropicos.org/Name/2724758","3119189"
"Helianthus maximiliani","Schrad.","iPlant_TNRS","http://www.tropicos.org/Name/2702641","3119206"
"Helianthus petiolaris","Nutt.","iPlant_TNRS","http://www.tropicos.org/Name/2702645","3119225"
"Helianthus tuberosus","L.","iPlant_TNRS","http://www.tropicos.org/Name/2700862","3119175"
"Helichrysum petiolare","Hilliard & B.L. Burtt","iPlant_TNRS","http://www.tropicos.org/Name/2719447","3131367"
"Heliconia psittacorum","L. f.","iPlant_TNRS","http://www.tropicos.org/Name/21500056","2760669"
"Heliocarpus","L.","iPlant_TNRS","http://www.tropicos.org/Name/40022812","3152062"
"Heliocereus","(A. Berger) Britton & Rose","iPlant_TNRS","http://www.tropicos.org/Name/40022825","7280737"
"Viguiera annua","(M.E. Jones) W.F. Yates","iPlant_TNRS","http://www.tropicos.org/Name/50071056","4274254"
"Heliophila pusilla","L. f.","iPlant_TNRS","http://www.tropicos.org/Name/4101892","5374386"
"Heliotropium","L.","iPlant_TNRS","http://www.tropicos.org/Name/40022910","2925766"
"Heliotropium amplexicaule","Vahl","iPlant_TNRS","http://www.tropicos.org/Name/4000437","2925790"
"Heliotropium anomalum","Hook. & Arn.","iPlant_TNRS","http://www.tropicos.org/Name/4000960","2925797"
"Heliotropium curassavicum","L.","iPlant_TNRS","http://www.tropicos.org/Name/4000125","2925786"
"Heliotropium europaeum","L.","iPlant_TNRS","http://www.tropicos.org/Name/4000967","2925767"
"Heliotropium indicum","L.","iPlant_TNRS","http://www.tropicos.org/Name/4000972","2925788"
"Heliotropium supinum","L.","iPlant_TNRS","http://www.tropicos.org/Name/4000130","2925777"
"Hemerocallis fulva","(L.) L.","iPlant_TNRS","http://www.tropicos.org/Name/18403462","2781074"
"Cleome aculeata","(L.) Raf.","iPlant_TNRS","http://www.tropicos.org/Name/50294666","3872412"
"Hemisteptia lyrata","(Bunge) Fisch. & C.A. Mey.","iPlant_TNRS","http://www.tropicos.org/Name/50191080","3142037"
"Hemizonia congesta","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2724099","3145377"
"Heracleum mantegazzianum","Sommier & Levier","iPlant_TNRS","http://www.tropicos.org/Name/1700135","3034825"
"Heracleum maximum","W. Bartram","iPlant_TNRS","http://www.tropicos.org/Name/1702106","3034826"
"Heracleum sphondylium","L.","iPlant_TNRS","http://www.tropicos.org/Name/1700138","3034830"
"Herbertia lahue","(Molina) Goldblatt","iPlant_TNRS","http://www.tropicos.org/Name/16602111","5297486"
"Herniaria cinerea","DC.","iPlant_TNRS","http://www.tropicos.org/Name/6300368","3593900"
"Herniaria glabra","L.","iPlant_TNRS","http://www.tropicos.org/Name/6300109","3085798"
"Herniaria hirsuta","L.","iPlant_TNRS","http://www.tropicos.org/Name/6300110","3085797"
"Hesperantha falcata","(L. f.) Ker Gawl.","iPlant_TNRS","http://www.tropicos.org/Name/16601117","2746066"
"Hesperis matronalis","L.","iPlant_TNRS","http://www.tropicos.org/Name/4100184","3042291"
"Hesperocnide sandwicensis","Wedd.","iPlant_TNRS","http://www.tropicos.org/Name/33400303","2984323"
"Stipa comata","(Trin. & Rupr.) Barkworth","iPlant_TNRS","http://www.tropicos.org/Name/25553277","2702491"
"Stipa spartea","(Trin.) Barkworth","iPlant_TNRS","http://www.tropicos.org/Name/25553281","2702495"
"Heteranthera","Ruiz & Pav.","iPlant_TNRS","http://www.tropicos.org/Name/40024873","2766108"
"Heteranthera limosa","(Sw.) Willd.","iPlant_TNRS","http://www.tropicos.org/Name/26100021","2766129"
"Heteranthera reniformis","Ruiz & Pav.","iPlant_TNRS","http://www.tropicos.org/Name/26100022","2766151"
"Photinia arbutifolia","(C. Presl) Abrams","iPlant_TNRS","http://www.tropicos.org/Name/50051850","5370159"
"Heteropogon contortus","(L.) P. Beauv. ex Roem. & Schult.","iPlant_TNRS","http://www.tropicos.org/Name/25509691","5290179"
"Heterotheca grandiflora","Nutt.","iPlant_TNRS","http://www.tropicos.org/Name/2710462","5401996"
"Heterotheca subaxillaris","(Lam.) Britton & Rusby","iPlant_TNRS","http://www.tropicos.org/Name/2702674","5401971"
"Heuchera americana","L.","iPlant_TNRS","http://www.tropicos.org/Name/29100129","3032665"
"Hevea","Aubl.","iPlant_TNRS","http://www.tropicos.org/Name/40025505","3071157"
"Hevea brasiliensis","(Willd. ex A. Juss.) Müll. Arg.","iPlant_TNRS","http://www.tropicos.org/Name/12801400","3071171"
"Hexaglottis lewisiae","Goldblatt","iPlant_TNRS","http://www.tropicos.org/Name/16600839","2744723"
"Diodia teres","(Walter) J.H. Kirkbr.","iPlant_TNRS","http://www.tropicos.org/Name/100400288","7271157"
"Hibiscus cannabinus","Hook. f.","iPlant_TNRS","http://www.tropicos.org/Name/19602243","5835401"
"Hibiscus diversifolius","Jacq.","iPlant_TNRS","http://www.tropicos.org/Name/19600393","7279239"
"Hibiscus lasiocarpos","Cav.","iPlant_TNRS","http://www.tropicos.org/Name/19602371","6377193"
"Hibiscus mutabilis","L.","iPlant_TNRS","http://www.tropicos.org/Name/19600166","3152555"
"Hibiscus obtusilobus","Garcke","iPlant_TNRS","http://www.tropicos.org/Name/50213192","3935088"
"Hibiscus palustris","L.","iPlant_TNRS","http://www.tropicos.org/Name/19602319","6377046"
"Hibiscus rosa-sinensis","L.","iPlant_TNRS","http://www.tropicos.org/Name/19600046","3152559"
"Hibiscus sabdariffa","L.","iPlant_TNRS","http://www.tropicos.org/Name/19600047","3152582"
"Hibiscus syriacus","L.","iPlant_TNRS","http://www.tropicos.org/Name/19600996","3152583"
"Hibiscus trionum","L.","iPlant_TNRS","http://www.tropicos.org/Name/19600999","3152560"
"Hieracium","L.","iPlant_TNRS","http://www.tropicos.org/Name/40025886","3134951"
"Hieracium aurantiacum","L.","iPlant_TNRS","http://www.tropicos.org/Name/2723126","3136120"
"Pilosella aurantiaca","L.","iPlant_TNRS","http://www.tropicos.org/Name/2723126","3136120"
"Hieracium caespitosum","Dumort.","iPlant_TNRS","http://www.tropicos.org/Name/2717517","3135273"
"Hieracium pratense","Dumort.","iPlant_TNRS","http://www.tropicos.org/Name/2717517","3135273"
"Hieracium floribundum","Wimm. & Grab.","iPlant_TNRS","http://www.tropicos.org/Name/2710489","3123209"
"Hieracium laevigatum","Willd.","iPlant_TNRS","http://www.tropicos.org/Name/2702684","3135064"
"Hieracium pilosella","L.","iPlant_TNRS","http://www.tropicos.org/Name/2700910","3136365"
"Hieracium florentinum","Vill.","iPlant_TNRS","http://www.tropicos.org/Name/2702690","7400014"
"Hieracium piloselloides","Vill.","iPlant_TNRS","http://www.tropicos.org/Name/2702690","7400014"
"Hieracium praealtum","Vill. ex Gochnat","iPlant_TNRS","http://www.tropicos.org/Name/2710504","6065095"
"Hieracium umbellatum","L.","iPlant_TNRS","http://www.tropicos.org/Name/2702693","3135329"
"Hieracium vulgatum","Fr.","iPlant_TNRS","http://www.tropicos.org/Name/2724797","8680922"
"Hierochloe odorata","(L.) P. Beauv.","iPlant_TNRS","http://www.tropicos.org/Name/25511156","2703336"
"Hippobroma longiflora","(L.) G. Don","iPlant_TNRS","http://www.tropicos.org/Name/5502181","3168943"
"Isotoma longiflora","(L.) G. Don","iPlant_TNRS","http://www.tropicos.org/Name/5502181","3168943"
"Laurentia longiflora","(L.) G. Don","iPlant_TNRS","http://www.tropicos.org/Name/5502181","3168943"
"Hiptage","Gaertn.","iPlant_TNRS","http://www.tropicos.org/Name/40026367","3000872"
"Hiptage benghalensis","(L.) Kurz","iPlant_TNRS","http://www.tropicos.org/Name/19500008","3191302"
"Hirschfeldia incana","(L.) Lagr.-Fossat","iPlant_TNRS","http://www.tropicos.org/Name/4100185","3050595"
"Holcus lanatus","L.","iPlant_TNRS","http://www.tropicos.org/Name/25509697","2706164"
"Holcus mollis","L.","iPlant_TNRS","http://www.tropicos.org/Name/25511159","2706163"
"Holcus setiger","Nees","iPlant_TNRS","http://www.tropicos.org/Name/25514813","4118480"
"Holosteum umbellatum","L.","iPlant_TNRS","http://www.tropicos.org/Name/6300371","3085349"
"Homeria collina","(Thunb.) Salisb.","iPlant_TNRS","http://www.tropicos.org/Name/16600184","8303566"
"Homeria flaccida","Sweet","iPlant_TNRS","http://www.tropicos.org/Name/16600189","2744743"
"Homeria miniata","Sweet","iPlant_TNRS","http://www.tropicos.org/Name/16600195","2744199"
"Homeria ochroleuca","Salisb.","iPlant_TNRS","http://www.tropicos.org/Name/16600197","2744478"
"Homoglossum watsonium","N.E. Br.","iPlant_TNRS","http://www.tropicos.org/Name/16601808","2750474"
"Panicum obtusum","(Kunth) Zuloaga & Morrone","iPlant_TNRS","http://www.tropicos.org/Name/50306996","4117271"
"Hordeum","L.","iPlant_TNRS","http://www.tropicos.org/Name/40027567","2706050"
"Hordeum brachyantherum","Nevski","iPlant_TNRS","http://www.tropicos.org/Name/25509698","2706066"
"Hordeum bulbosum","L.","iPlant_TNRS","http://www.tropicos.org/Name/25509701","2706067"
"Critesion hystrix","All.","iPlant_TNRS","http://www.tropicos.org/Name/25512099","4116522"
"Hordeum hystrix","All.","iPlant_TNRS","http://www.tropicos.org/Name/25512099","4116522"
"Hordeum jubatum","L.","iPlant_TNRS","http://www.tropicos.org/Name/25509703","2706052"
"Critesion marinum","Huds.","iPlant_TNRS","http://www.tropicos.org/Name/25509704","2706053"
"Hordeum marinum","Huds.","iPlant_TNRS","http://www.tropicos.org/Name/25509704","2706053"
"Critesion murinum","L.","iPlant_TNRS","http://www.tropicos.org/Name/25511183","7886346"
"Hordeum glaucum","L.","iPlant_TNRS","http://www.tropicos.org/Name/25511183","7886346"
"Hordeum murinum","L.","iPlant_TNRS","http://www.tropicos.org/Name/25511183","7886346"
"Hordeum leporinum","(Link) Arcang.","iPlant_TNRS","http://www.tropicos.org/Name/25515448","4270548"
"Hordeum stebbinsii","(Link) Arcang.","iPlant_TNRS","http://www.tropicos.org/Name/25515448","4270548"
"Hordeum pusillum","Nutt.","iPlant_TNRS","http://www.tropicos.org/Name/25516174","2706070"
"Critesion secalinum","Schreb.","iPlant_TNRS","http://www.tropicos.org/Name/25511190","2706068"
"Hordeum secalinum","Schreb.","iPlant_TNRS","http://www.tropicos.org/Name/25511190","2706068"
"Hordeum vulgare","L.","iPlant_TNRS","http://www.tropicos.org/Name/25509707","2706056"
"Hornungia petraea","Rchb.","iPlant_TNRS","http://www.tropicos.org/Name/4100187","5376179"
"Hymenolobus procumbens","(L.) Hayek","iPlant_TNRS","http://www.tropicos.org/Name/50200011","5376158"
"Hosta montana","(F. Maek.) Zonn.","iPlant_TNRS","http://www.tropicos.org/Name/100204137","5303970"
"Houttuynia cordata","Thunb.","iPlant_TNRS","http://www.tropicos.org/Name/29000006","5384931"
"Hovenia dulcis","Thunb.","iPlant_TNRS","http://www.tropicos.org/Name/27500165","3039410"
"Humea","Anderb.","iPlant_TNRS","http://www.tropicos.org/Name/50079348","3144305"
"Humulus lupulus","L.","iPlant_TNRS","http://www.tropicos.org/Name/21302043","2984535"
"Humulus japonicus","(Lour.) Merr.","iPlant_TNRS","http://www.tropicos.org/Name/21301634","2984537"
"Hura crepitans","L.","iPlant_TNRS","http://www.tropicos.org/Name/12800195","5380015"
"Hyacinthoides hispanica","(Mill.) Rothm.","iPlant_TNRS","http://www.tropicos.org/Name/18400664","5304257"
"Hyacinthus","L.","iPlant_TNRS","http://www.tropicos.org/Name/40028561","2766192"
"Hybanthus attenuatus","(Humb. & Bonpl. ex Willd.) Schulze-Menz","iPlant_TNRS","http://www.tropicos.org/Name/33800518","2874235"
"Hydrangea arborescens","L.","iPlant_TNRS","http://www.tropicos.org/Name/29100027","2985986"
"Hydrangea quercifolia","W. Bartram","iPlant_TNRS","http://www.tropicos.org/Name/29100401","2985993"
"Hydrilla verticillata","(L. f.) Royle","iPlant_TNRS","http://www.tropicos.org/Name/16100005","5329570"
"Hydrocharis dubia","(Blume) Backer","iPlant_TNRS","http://www.tropicos.org/Name/16100006","5329272"
"Hydrocleys","Rich.","iPlant_TNRS","http://www.tropicos.org/Name/40028896","2864570"
"Hydrocleys nymphoides","(Willd.) Buchenau","iPlant_TNRS","http://www.tropicos.org/Name/4800011","2864584"
"Hydrocotyle americana","L.","iPlant_TNRS","http://www.tropicos.org/Name/1700427","3034603"
"Hydrocotyle bonariensis","Lam.","iPlant_TNRS","http://www.tropicos.org/Name/1702251","3034611"
"Hydrocotyle ramiflora","Maxim.","iPlant_TNRS","http://www.tropicos.org/Name/1702874","3635641"
"Hydrocotyle ranunculoides","L. f.","iPlant_TNRS","http://www.tropicos.org/Name/1700823","7978544"
"Hydrocotyle sibthorpioides","Lam.","iPlant_TNRS","http://www.tropicos.org/Name/1700146","8418338"
"Hydrocotyle umbellata","L.","iPlant_TNRS","http://www.tropicos.org/Name/1700824","3034614"
"Hydrocotyle verticillata","Thunb.","iPlant_TNRS","http://www.tropicos.org/Name/1700825","3034602"
"Hydrolea graminifolia","Kotschy & Peyr.","iPlant_TNRS","http://www.tropicos.org/Name/16200428","3612450"
"Hydrolea glabra","(Aubl.) Raeusch.","iPlant_TNRS","http://www.tropicos.org/Name/16200434","3612163"
"Hydrolea spinosa","L.","iPlant_TNRS","http://www.tropicos.org/Name/16200080","2928286"
"Hydrolea uniflora","Raf.","iPlant_TNRS","http://www.tropicos.org/Name/16200081","2928291"
"Hydrolea zeylanica","(L.) Vahl","iPlant_TNRS","http://www.tropicos.org/Name/16200244","3612749"
"Hydrophyllum capitatum","Douglas ex Benth.","iPlant_TNRS","http://www.tropicos.org/Name/16200011","2928278"
"Hydropiper","(Endl.) Fourr.","iPlant_TNRS","http://www.tropicos.org/Name/40029041","7289727"
"Hydrostemma kunstleri","(Ridl.) B. C. Stone","iPlant_TNRS","http://www.tropicos.org/Name/22600174","3697584"
"Hydrostemma motleyi","(Hook. f.) Mabb.","iPlant_TNRS","http://www.tropicos.org/Name/22600173","3697571"
"Hydrothrix","Hook. f.","iPlant_TNRS","http://www.tropicos.org/Name/40029128","4927634"
"Hygrophila spinosa","Heine","iPlant_TNRS","http://www.tropicos.org/Name/100049","9155704"
"Hygrophila phlomoides","Nees","iPlant_TNRS","http://www.tropicos.org/Name/100372513","5575310"
"Hygrophila pobeguinii","Benoist","iPlant_TNRS","http://www.tropicos.org/Name/101723","5575294"
"Hygrophila polysperma","(Roxb.) T. Anderson","iPlant_TNRS","http://www.tropicos.org/Name/100051","5415355"
"Hylocereus","(A. Berger) Britton & Rose","iPlant_TNRS","http://www.tropicos.org/Name/40029261","8169297"
"Cereus undatus","(Haw.) Britton & Rose","iPlant_TNRS","http://www.tropicos.org/Name/5101084","3084394"
"Hylocereus undatus","(Haw.) Britton & Rose","iPlant_TNRS","http://www.tropicos.org/Name/5101084","3084394"
"Chelidonium japonicum","(Thunb.) Prantl & Kündig","iPlant_TNRS","http://www.tropicos.org/Name/24000048","7404520"
"Sedum telephium","(L.) H. Ohba","iPlant_TNRS","http://www.tropicos.org/Name/8901690","2985865"
"Sedum purpureum","(Haw.) Holub","iPlant_TNRS","http://www.tropicos.org/Name/50198232","7334597"
"Hymenachne acutigluma","(Rudge) Nees","iPlant_TNRS","http://www.tropicos.org/Name/25513369","2705781"
"Hymenachne amplexicaulis","(Rudge) Nees","iPlant_TNRS","http://www.tropicos.org/Name/25513369","2705781"
"Hymenachne pseudointerrupta","(Rudge) Nees","iPlant_TNRS","http://www.tropicos.org/Name/25513369","2705781"
"Panicum amplexicaule","(Rudge) Nees","iPlant_TNRS","http://www.tropicos.org/Name/25513369","2705781"
"Hymenocallis caribaea","(L.) Herb.","iPlant_TNRS","http://www.tropicos.org/Name/1202370","2860300"
"Helenium hoopesii","(A. Gray) Bierner","iPlant_TNRS","http://www.tropicos.org/Name/2744148","3150175"
"Hymenoxys odorata","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2702710","3150162"
"Hymenoxys richardsonii","(Hook.) Cockerell","iPlant_TNRS","http://www.tropicos.org/Name/2702711","3150160"
"Hyoscyamus albus","L.","iPlant_TNRS","http://www.tropicos.org/Name/29600170","2928979"
"Hyoscyamus muticus","Stocks","iPlant_TNRS","http://www.tropicos.org/Name/29608289","3802677"
"Hyoscyamus agrestis","L.","iPlant_TNRS","http://www.tropicos.org/Name/29602501","2928978"
"Hyoscyamus niger","L.","iPlant_TNRS","http://www.tropicos.org/Name/29602501","2928978"
"Hyparrhenia gazensis","(Rendle) Stapf","iPlant_TNRS","http://www.tropicos.org/Name/25514380","4109758"
"Hyparrhenia hirta","(L.) Stapf","iPlant_TNRS","http://www.tropicos.org/Name/25509711","2703243"
"Hyparrhenia quarrei","Robyns","iPlant_TNRS","http://www.tropicos.org/Name/25514389","4109309"
"Hyparrhenia rufa","(Nees) Stapf","iPlant_TNRS","http://www.tropicos.org/Name/25511197","2703246"
"Hypecoum grandiflorum","Sibth. & Sm.","iPlant_TNRS","http://www.tropicos.org/Name/24000050","8318805"
"Hypecoum pendulum","L.","iPlant_TNRS","http://www.tropicos.org/Name/24000365","2888559"
"Hypecoum procumbens","L.","iPlant_TNRS","http://www.tropicos.org/Name/24000365","2888559"
"Hypericum","L.","iPlant_TNRS","http://www.tropicos.org/Name/40029795","3189452"
"Hypericum androsaemum","L.","iPlant_TNRS","http://www.tropicos.org/Name/7800024","3189525"
"Hypericum calycinum","L.","iPlant_TNRS","http://www.tropicos.org/Name/7800695","3189497"
"Hypericum erectum","Thunb.","iPlant_TNRS","http://www.tropicos.org/Name/7800881","8405189"
"Hypericum humifusum","L.","iPlant_TNRS","http://www.tropicos.org/Name/7800897","3189543"
"Hypericum japonicum","Thunb.","iPlant_TNRS","http://www.tropicos.org/Name/7800983","7329933"
"Hypericum quadrangulum","Crantz","iPlant_TNRS","http://www.tropicos.org/Name/7800036","6437017"
"Hypericum perforatum","L.","iPlant_TNRS","http://www.tropicos.org/Name/7800012","3189486"
"Hypericum punctatum","Lam.","iPlant_TNRS","http://www.tropicos.org/Name/7800713","3189495"
"Hypericum tetrapterum","Fr.","iPlant_TNRS","http://www.tropicos.org/Name/7801207","6436469"
"Hypericum triquetrifolium","Turra","iPlant_TNRS","http://www.tropicos.org/Name/7801270","3715163"
"Hypochaeris glabra","L.","iPlant_TNRS","http://www.tropicos.org/Name/2700924","3093911"
"Hypochaeris microcephala","(Sch. Bip.) Cabrera","iPlant_TNRS","http://www.tropicos.org/Name/2722743","3093891"
"Hypochaeris radicata","L.","iPlant_TNRS","http://www.tropicos.org/Name/2700929","3093702"
"Hypoestes antennifera","(Vahl) Sol. ex Roem. & Schult.","iPlant_TNRS","http://www.tropicos.org/Name/102095","7264156"
"Hypoestes aristata","(Vahl) Sol. ex Roem. & Schult.","iPlant_TNRS","http://www.tropicos.org/Name/102095","7264156"
"Hypoestes phyllostachya","Baker","iPlant_TNRS","http://www.tropicos.org/Name/102589","3173196"
"Hypolepis rugosula","(Labill.) J. Sm.","iPlant_TNRS","http://www.tropicos.org/Name/26605507","7265884"
"Hyptis brevipes","Poit.","iPlant_TNRS","http://www.tropicos.org/Name/17601971","7306536"
"Hyptis capitata","Jacq.","iPlant_TNRS","http://www.tropicos.org/Name/17601466","2926815"
"Hyptis lanceolata","Poir.","iPlant_TNRS","http://www.tropicos.org/Name/17600954","3903859"
"Hyptis pectinata","(L.) Poit.","iPlant_TNRS","http://www.tropicos.org/Name/17601470","8889881"
"Iberis amara","L.","iPlant_TNRS","http://www.tropicos.org/Name/4101312","5377163"
"Iberis crenata","L.","iPlant_TNRS","http://www.tropicos.org/Name/4101312","5377163"
"Iberis pinnata","L.","iPlant_TNRS","http://www.tropicos.org/Name/4103936","5377286"
"Iberis semperflorens","L.","iPlant_TNRS","http://www.tropicos.org/Name/4103206","5551244"
"Iberis sempervirens","L.","iPlant_TNRS","http://www.tropicos.org/Name/4100191","5551241"
"Ibicella lutea","(Lindl.) Van Eselt.","iPlant_TNRS","http://www.tropicos.org/Name/19900002","3172647"
"Symplocarpus foetidus","(L.) Bigelow","iPlant_TNRS","http://www.tropicos.org/Name/50327686","2870125"
"Ilex ambigua","(Michx.) Torr.","iPlant_TNRS","http://www.tropicos.org/Name/2000014","7412408"
"Ilex aquifolium","L.","iPlant_TNRS","http://www.tropicos.org/Name/2000383","5414222"
"Ilex decidua","Walter","iPlant_TNRS","http://www.tropicos.org/Name/2000311","5414259"
"Ilex glabra","(L.) A. Gray","iPlant_TNRS","http://www.tropicos.org/Name/2000077","5414266"
"Ilex opaca","Aiton","iPlant_TNRS","http://www.tropicos.org/Name/2000238","5414248"
"Ilex vomitoria","Aiton","iPlant_TNRS","http://www.tropicos.org/Name/2000244","5414250"
"Impatiens","L.","iPlant_TNRS","http://www.tropicos.org/Name/40030870","2891766"
"Impatiens balsamina","L.","iPlant_TNRS","http://www.tropicos.org/Name/3100102","2891773"
"Impatiens capensis","Meerb.","iPlant_TNRS","http://www.tropicos.org/Name/3100006","2891774"
"Impatiens glandulifera","Royle","iPlant_TNRS","http://www.tropicos.org/Name/3100049","2891770"
"Impatiens noli-tangere","L.","iPlant_TNRS","http://www.tropicos.org/Name/3100025","2891779"
"Impatiens pallida","Nutt.","iPlant_TNRS","http://www.tropicos.org/Name/3100027","2891767"
"Impatiens parviflora","DC.","iPlant_TNRS","http://www.tropicos.org/Name/3100029","2891782"
"Impatiens walleriana","Hook. f.","iPlant_TNRS","http://www.tropicos.org/Name/3100092","2891772"
"Imperata brasiliensis","Trin.","iPlant_TNRS","http://www.tropicos.org/Name/25512103","5289717"
"Imperata brevifolia","Vasey","iPlant_TNRS","http://www.tropicos.org/Name/25512104","5289715"
"Imperata conferta","(J. Presl) Ohwi","iPlant_TNRS","http://www.tropicos.org/Name/25543414","5679125"
"Imperata cylindrica","(L.) P. Beauv.","iPlant_TNRS","http://www.tropicos.org/Name/25509715","8120010"
"Indigofera decora","Lindl.","iPlant_TNRS","http://www.tropicos.org/Name/13020690","2972450"
"Indigofera hirsuta","L.","iPlant_TNRS","http://www.tropicos.org/Name/13020821","2972082"
"Indigofera oblongifolia","Forssk.","iPlant_TNRS","http://www.tropicos.org/Name/13020923","2971726"
"Indigofera spicata","Forssk.","iPlant_TNRS","http://www.tropicos.org/Name/13021056","2971635"
"Indigofera suffruticosa","Mill.","iPlant_TNRS","http://www.tropicos.org/Name/13021076","2971774"
"Indigofera tinctoria","L.","iPlant_TNRS","http://www.tropicos.org/Name/13006096","2972043"
"Inula conyza","DC.","iPlant_TNRS","http://www.tropicos.org/Name/2700934","3148475"
"Inula helenium","L.","iPlant_TNRS","http://www.tropicos.org/Name/2700936","3148340"
"Aster linariifolius","(L.) Greene","iPlant_TNRS","http://www.tropicos.org/Name/2725987","3119895"
"Ipheion uniflorum","(Lindl.) Raf.","iPlant_TNRS","http://www.tropicos.org/Name/18406087","2859597"
"Ipomoea","L.","iPlant_TNRS","http://www.tropicos.org/Name/40031392","2928509"
"Ipomoea alba","L.","iPlant_TNRS","http://www.tropicos.org/Name/8500717","2928631"
"Ipomoea aquatica","Forssk.","iPlant_TNRS","http://www.tropicos.org/Name/8500040","2928525"
"Ipomoea batatas","(L.) Lam.","iPlant_TNRS","http://www.tropicos.org/Name/8500721","2928551"
"Ipomoea hardwickii","(L.) Pers.","iPlant_TNRS","http://www.tropicos.org/Name/8503071","8302726"
"Ipomoea cairica","(L.) Sweet","iPlant_TNRS","http://www.tropicos.org/Name/8501793","2928531"
"Ipomoea carnea","Jacq.","iPlant_TNRS","http://www.tropicos.org/Name/8500043","2928590"
"Ipomoea coccinea","L.","iPlant_TNRS","http://www.tropicos.org/Name/8500974","2928560"
"Ipomoea trichocarpa","Dennst.","iPlant_TNRS","http://www.tropicos.org/Name/8502589","2928541"
"Ipomoea cynanchifolia","Meisn.","iPlant_TNRS","http://www.tropicos.org/Name/8500333","3680601"
"Ipomoea hederacea","Jacq.","iPlant_TNRS","http://www.tropicos.org/Name/8500992","2928538"
"Ipomoea hederifolia","L.","iPlant_TNRS","http://www.tropicos.org/Name/8500049","2928624"
"Ipomoea stolonifera","(Vahl) Griseb.","iPlant_TNRS","http://www.tropicos.org/Name/8500779","2928596"
"Ipomoea congesta","(Burm.) Merr.","iPlant_TNRS","http://www.tropicos.org/Name/8500780","2928598"
"Ipomoea indica","(Burm.) Merr.","iPlant_TNRS","http://www.tropicos.org/Name/8500780","2928598"
"Ipomoea lacunosa","L.","iPlant_TNRS","http://www.tropicos.org/Name/8501540","2928584"
"Ipomoea mauritiana","Jacq.","iPlant_TNRS","http://www.tropicos.org/Name/8502545","4927144"
