acceptedname,authority,uri,AI,BM,KY,MS,VG,TC,TC_discrep
Phalaris arundinacea,L.,http://www.tropicos.org/Name/25509858,0,0,0,0,1,0,0
Phalaris canariensis,L.,http://www.tropicos.org/Name/25509861,0,1,0,0,0,0,0
Phalaris coerulescens,Desf.,http://www.tropicos.org/Name/25511352,0,0,0,0,0,0,0
Phalaris minor,Retz.,http://www.tropicos.org/Name/25509862,0,0,0,0,0,0,0
Phalaris paradoxa,L.,http://www.tropicos.org/Name/25511353,0,0,0,0,0,0,0
Phaseolus lunatus,L.,http://www.tropicos.org/Name/13031613,0,1,0,0,1,0,0
Phleum arenarium,L.,http://www.tropicos.org/Name/25512366,0,0,0,0,0,0,0
Phleum pratense,L.,http://www.tropicos.org/Name/25509875,0,1,0,0,0,0,0
Phoenix canariensis,Wildpret,http://www.tropicos.org/Name/2401073,0,0,0,0,0,1,-1
Phoenix dactylifera,L.,http://www.tropicos.org/Name/2400809,0,0,0,0,0,1,-1
Phoenix reclinata,Jacq.,http://www.tropicos.org/Name/2400018,0,0,0,0,0,0,0
Phormium tenax,J.R. Forst. & G. Forst.,http://www.tropicos.org/Name/18404219,0,0,0,0,0,0,0
Phyla nodiflora,(L.) Greene,http://www.tropicos.org/Name/33700038,1,1,1,1,0,1,0
Phyllanthus amarus,Schumach. & Thonn.,http://www.tropicos.org/Name/12800250,1,1,0,1,1,1,0
Phyllanthus emblica,L.,http://www.tropicos.org/Name/12800411,0,1,0,0,0,0,0
Phyllanthus niruri,L.,http://www.tropicos.org/Name/12800264,0,1,0,0,0,1,-1
Phyllanthus tenellus,Roxb.,http://www.tropicos.org/Name/12800090,0,0,0,0,0,1,-1
Phyllanthus urinaria,L.,http://www.tropicos.org/Name/12800361,0,0,1,0,0,1,-1
Phymatosorus scolopendria,(Burm. f.) Pic. Serm.,http://www.tropicos.org/Name/26605582,0,1,0,0,0,0,0
Physalis angulata,L.,http://www.tropicos.org/Name/29600086,1,1,1,0,1,0,0
Physalis longifolia,Nutt.,http://www.tropicos.org/Name/29600208,0,0,0,0,0,0,0
Physalis peruviana,L.,http://www.tropicos.org/Name/29600088,0,1,0,0,0,0,0
Physalis philadelphica,Lam.,http://www.tropicos.org/Name/29603031,0,0,0,0,0,0,0
Physalis pubescens,L.,http://www.tropicos.org/Name/29600211,0,1,0,1,1,0,0
Physalis viscosa,L.,http://www.tropicos.org/Name/29601035,0,0,0,0,0,0,0
Phytolacca americana,L.,http://www.tropicos.org/Name/24800062,0,0,0,0,0,0,0
Phytolacca dioica,L.,http://www.tropicos.org/Name/24800084,0,0,0,0,0,0,0
Picea sitchensis,(Bong.) Carrière,http://www.tropicos.org/Name/24900172,0,0,0,0,0,0,0
Pimenta dioica,(L.) Merr.,http://www.tropicos.org/Name/22101787,0,1,0,0,0,0,0
Pinus brutia,Ten.,http://www.tropicos.org/Name/24900665,0,0,0,0,0,0,0
Pinus caribaea,Morelet,http://www.tropicos.org/Name/24900180,0,0,0,0,0,1,0
Pinus contorta,Douglas ex Loudon,http://www.tropicos.org/Name/24900183,0,0,0,0,0,0,0
Pinus elliottii,Engelm.,http://www.tropicos.org/Name/24900134,0,0,0,0,0,0,0
Pinus halepensis,Mill.,http://www.tropicos.org/Name/24900028,0,1,0,0,0,0,0
Pinus palustris,Mill.,http://www.tropicos.org/Name/24900204,0,0,0,0,0,0,0
Pinus pinaster,Aiton,http://www.tropicos.org/Name/24900370,0,0,0,0,0,0,0
Pinus rigida,Mill.,http://www.tropicos.org/Name/24900213,0,0,0,0,0,0,0
Pinus sylvestris,L.,http://www.tropicos.org/Name/24900220,0,0,0,0,0,0,0
Pinus taeda,L.,http://www.tropicos.org/Name/24900221,0,0,0,0,0,0,0
Piper aduncum,L.,http://www.tropicos.org/Name/25001128,1,0,0,0,0,0,0
Piper tuberculatum,Jacq.,http://www.tropicos.org/Name/25001141,0,0,0,0,0,0,0
Pistacia chinensis,Bunge,http://www.tropicos.org/Name/1300808,0,0,0,0,0,0,0
Pistia stratiotes,L.,http://www.tropicos.org/Name/2103622,0,0,0,1,0,1,-1
Pisum sativum,L.,http://www.tropicos.org/Name/13031856,1,1,0,0,0,0,0
Pittosporum undulatum,Vent.,http://www.tropicos.org/Name/25100080,0,1,0,0,0,0,0
Pityrogramma calomelanos,(L.) Link,http://www.tropicos.org/Name/26600267,1,0,0,1,1,0,0
Plantago afra,L.,http://www.tropicos.org/Name/25200264,0,0,0,0,0,0,0
Plantago australis,Lam.,http://www.tropicos.org/Name/25200077,0,0,0,0,0,0,0
Plantago lanceolata,L.,http://www.tropicos.org/Name/25200021,0,1,0,0,0,0,0
Plantago major,L.,http://www.tropicos.org/Name/25200022,1,1,0,0,1,0,0
Plantago rugelii,Decne.,http://www.tropicos.org/Name/25200065,0,0,0,0,0,0,0
Plantago virginica,L.,http://www.tropicos.org/Name/25200204,0,1,0,0,0,0,0
Platanus hybrida,Brot.,http://www.tropicos.org/Name/25300018,0,1,0,0,0,0,0
Platanus occidentalis,L.,http://www.tropicos.org/Name/25300003,0,1,0,0,0,0,0
Pluchea dioscoridis,(L.) DC.,http://www.tropicos.org/Name/2718851,0,0,0,0,0,0,0
Pluchea odorata,(L.) Cass.,http://www.tropicos.org/Name/2710864,1,1,1,1,1,1,0
Pluchea sagittalis,(Lam.) Cabrera,http://www.tropicos.org/Name/2717659,0,0,0,0,0,0,0
Plumbago auriculata,Lam.,http://www.tropicos.org/Name/25400100,0,0,1,1,0,1,-1
Poa annua,L.,http://www.tropicos.org/Name/25509881,0,1,0,0,0,0,0
Poa bulbosa,L.,http://www.tropicos.org/Name/25509883,0,0,0,0,0,0,0
Poa compressa,L.,http://www.tropicos.org/Name/25509885,0,0,0,0,0,0,0
Poa infirma,Kunth,http://www.tropicos.org/Name/25514158,0,0,0,0,0,0,0
Poa pratensis,L.,http://www.tropicos.org/Name/25512740,0,1,0,0,0,0,0
Poa trivialis,L.,http://www.tropicos.org/Name/25509910,0,0,0,0,0,0,0
Polygala myrtifolia,L.,http://www.tropicos.org/Name/25900647,0,0,0,0,0,0,0
Polygala paniculata,L.,http://www.tropicos.org/Name/50113326,0,0,0,0,0,0,0
Polygala vulgaris,L.,http://www.tropicos.org/Name/25900021,0,0,0,0,0,0,0
Polygonum aviculare,L.,http://www.tropicos.org/Name/26000064,0,0,0,0,0,0,0
Polypogon interruptus,Kunth,http://www.tropicos.org/Name/25512440,0,1,0,0,0,0,0
Polypogon maritimus,Willd.,http://www.tropicos.org/Name/25509921,0,0,0,0,0,0,0
Polypogon viridis,(Gouan) Breistr.,http://www.tropicos.org/Name/25514975,0,0,0,0,0,0,0
Polypremum procumbens,L.,http://www.tropicos.org/Name/19000527,0,0,0,0,0,0,0
Pontederia cordata,L.,http://www.tropicos.org/Name/26100006,0,0,0,0,0,0,0
Populus alba,L.,http://www.tropicos.org/Name/28300002,0,0,0,0,0,0,0
Populus balsamifera,L.,http://www.tropicos.org/Name/28300003,0,0,0,0,0,0,0
Populus nigra,L.,http://www.tropicos.org/Name/28300007,0,0,0,0,0,0,0
Populus tremula,L.,http://www.tropicos.org/Name/28300009,0,0,0,0,0,0,0
Populus tremuloides,Michx.,http://www.tropicos.org/Name/28300255,0,0,0,0,0,0,0
Porophyllum ruderale,(Jacq.) Cass.,http://www.tropicos.org/Name/2701154,1,0,0,1,0,0,0
Portulaca grandiflora,Hook.,http://www.tropicos.org/Name/26200148,0,0,0,0,0,1,-1
Portulaca oleracea,L.,http://www.tropicos.org/Name/26200154,1,1,1,0,1,1,0
Portulaca pilosa,L.,http://www.tropicos.org/Name/26200157,0,0,1,1,0,1,0
Portulaca quadrifida,L.,http://www.tropicos.org/Name/26200158,0,0,0,0,0,0,0
Portulaca quadrifida,L.,http://www.tropicos.org/Name/26200158,0,0,0,1,1,0,0
Potamogeton crispus,L.,http://www.tropicos.org/Name/26300085,0,0,0,0,0,0,0
Potamogeton diversifolius,Raf.,http://www.tropicos.org/Name/26300086,0,0,0,0,0,0,0
Potamogeton epihydrus,Raf.,http://www.tropicos.org/Name/26300087,0,0,0,0,0,0,0
Potamogeton foliosus,Raf.,http://www.tropicos.org/Name/26300091,0,0,0,0,0,0,0
Potamogeton illinoensis,Morong,http://www.tropicos.org/Name/26300028,0,0,0,0,0,0,0
Potamogeton natans,L.,http://www.tropicos.org/Name/26300029,0,0,0,0,0,0,0
Potamogeton nodosus,Poir.,http://www.tropicos.org/Name/26300071,0,0,0,0,0,0,0
Potamogeton pusillus,L.,http://www.tropicos.org/Name/26300111,0,0,0,0,0,0,0
Potentilla norvegica,L.,http://www.tropicos.org/Name/27800115,0,0,0,0,0,0,0
Potentilla reptans,L.,http://www.tropicos.org/Name/27800317,0,1,0,0,0,0,0
Pouteria campechiana,(Kunth) Baehni,http://www.tropicos.org/Name/28700384,0,0,1,0,0,1,-1
Proboscidea louisiana,(Mill.) Thell.,http://www.tropicos.org/Name/19900006,0,0,0,0,0,0,0
Prosopis chilensis,(Molina) Stuntz,http://www.tropicos.org/Name/13015290,0,0,0,0,0,0,0
Prosopis flexuosa,DC.,http://www.tropicos.org/Name/13032099,0,0,0,0,0,0,0
Prosopis glandulosa,Torr.,http://www.tropicos.org/Name/13015296,0,0,0,0,0,0,0
Prosopis juliflora,(Sw.) DC.,http://www.tropicos.org/Name/13032104,0,0,0,0,0,0,0
Prosopis pallida,(Humb. & Bonpl. ex Willd.) Kunth,http://www.tropicos.org/Name/13032112,0,0,0,0,0,0,0
Prunella vulgaris,L.,http://www.tropicos.org/Name/17600275,0,1,0,0,0,0,0
Prunus americana,Marshall,http://www.tropicos.org/Name/27800132,0,0,0,0,0,0,0
Prunus cerasifera,Ehrh.,http://www.tropicos.org/Name/27801090,0,0,0,0,0,0,0
Prunus domestica,L.,http://www.tropicos.org/Name/27800332,0,0,0,0,0,0,0
Prunus laurocerasus,L.,http://www.tropicos.org/Name/27801103,0,0,0,0,0,0,0
Prunus lusitanica,L.,http://www.tropicos.org/Name/27801104,0,0,0,0,0,0,0
Prunus mahaleb,L.,http://www.tropicos.org/Name/27801106,0,0,0,0,0,0,0
Prunus serotina,Ehrh.,http://www.tropicos.org/Name/27800337,0,0,0,0,0,0,0
Prunus spinosa,L.,http://www.tropicos.org/Name/27800136,0,0,0,0,0,0,0
Pseudotsuga menziesii,(Mirb.) Franco,http://www.tropicos.org/Name/24900226,0,0,0,0,0,0,0
Psidium guajava,L.,http://www.tropicos.org/Name/22101794,1,1,1,1,1,1,-1
Psidium guineense,Sw.,http://www.tropicos.org/Name/22102032,0,0,0,0,0,0,0
Psilurus incurvus,(Gouan) Schinz & Thell.,http://www.tropicos.org/Name/25511444,0,0,0,0,0,0,0
Psoralea pinnata,L.,http://www.tropicos.org/Name/13032280,0,0,0,0,0,0,0
Ptelea trifoliata,L.,http://www.tropicos.org/Name/28100521,0,0,0,0,0,0,0
Pteridium aquilinum,(L.) Kuhn,http://www.tropicos.org/Name/26600295,0,0,1,0,0,1,-1
Pteris vittata,L.,http://www.tropicos.org/Name/26602473,0,1,0,0,0,0,0
Ptychosperma elegans,(R. Br.) Blume,http://www.tropicos.org/Name/2401528,0,0,0,0,0,0,0
Ptychosperma macarthurii,(H. Wendl. ex H.J. Veitch) H. Wendl. ex Hook. f.,http://www.tropicos.org/Name/2401167,0,0,0,0,0,0,0
Pueraria montana,(Lour.) Merr.,http://www.tropicos.org/Name/13060017,0,0,0,0,0,0,0
Punica granatum,L.,http://www.tropicos.org/Name/26700001,0,0,1,0,0,1,-1
Puya chilensis,Molina,http://www.tropicos.org/Name/4301217,0,0,0,0,0,0,0
Pyracantha koidzumii,(Hayata) Rehder,http://www.tropicos.org/Name/27806272,0,0,0,0,0,0,0
Pyrus communis,L.,http://www.tropicos.org/Name/27800339,0,0,0,0,0,0,0
Quercus alba,L.,http://www.tropicos.org/Name/13100028,0,0,0,0,0,0,0
Quercus coccinea,Münchh.,http://www.tropicos.org/Name/13100053,0,0,0,0,0,0,0
Quercus ilex,L.,http://www.tropicos.org/Name/13100403,0,0,0,1,0,0,0
Quercus palustris,Münchh.,http://www.tropicos.org/Name/13100212,0,0,0,0,0,0,0
Quercus phellos,L.,http://www.tropicos.org/Name/13100284,0,0,0,0,0,0,0
Quercus shumardii,Buckley,http://www.tropicos.org/Name/13100127,0,0,0,0,0,0,0
Quercus suber,L.,http://www.tropicos.org/Name/13100139,0,0,0,0,0,0,0
Quercus virginiana,Mill.,http://www.tropicos.org/Name/13100156,0,0,0,0,0,1,-1
Ranunculus abortivus,L.,http://www.tropicos.org/Name/27100133,0,0,0,0,0,0,0
Ranunculus acris,L.,http://www.tropicos.org/Name/27100136,0,1,0,0,0,0,0
Ranunculus arvensis,L.,http://www.tropicos.org/Name/27100435,0,1,0,0,0,0,0
Ranunculus muricatus,L.,http://www.tropicos.org/Name/27100194,0,1,0,0,0,0,0
Ranunculus parviflorus,L.,http://www.tropicos.org/Name/27100806,0,1,0,0,0,0,0
Ranunculus repens,L.,http://www.tropicos.org/Name/27100216,0,1,0,0,0,0,0
Raphanus raphanistrum,L.,http://www.tropicos.org/Name/4100237,0,1,0,0,0,0,0
Raphanus sativus,L.,http://www.tropicos.org/Name/4100238,0,1,0,0,0,0,0
Rapistrum rugosum,(L.) All.,http://www.tropicos.org/Name/4102203,0,0,0,0,0,0,0
Rauvolfia tetraphylla,L.,http://www.tropicos.org/Name/1800040,0,0,0,0,0,0,0
Reseda alba,L.,http://www.tropicos.org/Name/27300001,0,0,0,0,0,0,0
Reseda luteola,L.,http://www.tropicos.org/Name/27300004,0,0,0,0,0,0,0
Reseda odorata,L.,http://www.tropicos.org/Name/27300028,0,0,0,0,0,0,0
Retama monosperma,(L.) Boiss.,http://www.tropicos.org/Name/13054382,0,0,0,0,0,0,0
Rhamnus cathartica,L.,http://www.tropicos.org/Name/27500016,0,0,0,0,0,0,0
Rhizophora mangle,L.,http://www.tropicos.org/Name/27600058,1,1,1,1,1,1,0
Rhynchospora corymbosa,(L.) Britton,http://www.tropicos.org/Name/9902347,0,0,0,0,0,0,0
Ribes menziesii,Pursh,http://www.tropicos.org/Name/29100516,0,0,0,0,0,0,0
Richardia scabra,L.,http://www.tropicos.org/Name/27903057,0,0,0,0,0,0,0
Ricinus communis,L.,http://www.tropicos.org/Name/12800093,1,1,1,1,0,1,0
Rivina humilis,L.,http://www.tropicos.org/Name/24800051,1,0,1,1,1,1,0
Robinia pseudoacacia,L.,http://www.tropicos.org/Name/13032749,0,0,0,0,0,0,0
Rorippa indica,(L.) Hiern,http://www.tropicos.org/Name/4104624,0,0,0,0,0,0,0
Rorippa palustris,(L.) Besser,http://www.tropicos.org/Name/4100243,0,0,0,0,0,0,0
Rosa canina,L.,http://www.tropicos.org/Name/27800145,0,0,0,0,0,0,0
Rosa chinensis,Jacq.,http://www.tropicos.org/Name/27801139,0,0,0,0,0,1,-1
Rosa laevigata,Michx.,http://www.tropicos.org/Name/27801146,0,1,0,0,0,0,0
Rosa multiflora,Thunb.,http://www.tropicos.org/Name/27801148,0,0,0,0,0,0,0
Rosa roxburghii,Tratt.,http://www.tropicos.org/Name/27803676,0,0,0,0,0,0,0
Rosa rugosa,Thunb.,http://www.tropicos.org/Name/27800162,0,0,0,0,0,0,0
Rostraria cristata,(L.) Tzvelev,http://www.tropicos.org/Name/25511462,0,1,0,0,0,0,0
Rottboellia cochinchinensis,(Lour.) Clayton,http://www.tropicos.org/Name/25521195,0,0,0,0,0,0,0
Rubus argutus,Link,http://www.tropicos.org/Name/27801190,0,0,0,0,0,0,0
Rubus ellipticus,Sm.,http://www.tropicos.org/Name/27800347,0,1,0,0,0,0,0
Rubus fraxinifolius,Poir.,http://www.tropicos.org/Name/50213796,0,0,0,0,0,0,0
Rubus fruticosus,L.,http://www.tropicos.org/Name/27801830,0,0,0,0,0,0,0
Rubus idaeus,L.,http://www.tropicos.org/Name/27800177,0,0,0,0,0,0,0
Rubus moluccanus,L.,http://www.tropicos.org/Name/27801303,0,0,0,0,0,0,0
Rubus niveus,Thunb.,http://www.tropicos.org/Name/27805382,0,0,0,0,0,0,0
Rubus parvifolius,L.,http://www.tropicos.org/Name/27803708,0,0,0,0,0,0,0
Rubus phoenicolasius,Maxim.,http://www.tropicos.org/Name/27801341,0,0,0,0,0,0,0
Rubus pinnatus,Willd.,http://www.tropicos.org/Name/27801845,0,0,0,0,0,0,0
Rubus rosifolius,Sm.,http://www.tropicos.org/Name/27803565,1,0,0,1,0,0,0
Rubus spectabilis,Pursh,http://www.tropicos.org/Name/27801378,0,0,0,0,0,0,0
Rubus trivialis,Michx.,http://www.tropicos.org/Name/27801395,0,1,0,0,0,0,0
Rubus vitifolius,Cham. & Schltdl.,http://www.tropicos.org/Name/27801410,0,1,0,0,0,0,0
Rudbeckia hirta,L.,http://www.tropicos.org/Name/2701191,0,0,0,0,0,0,0
Ruellia brevifolia,(Pohl) C. Ezcurra,http://www.tropicos.org/Name/103075,0,0,0,0,0,0,0
Ruellia devosiana,hort.,TNRS,0,0,0,0,0,0,0
Ruellia malacosperma,Greenm.,http://www.tropicos.org/Name/100953,0,0,0,0,0,0,0
Ruellia prostrata,Poir.,http://www.tropicos.org/Name/100096,0,0,0,0,0,0,0
Ruellia simplex,C. Wright,http://www.tropicos.org/Name/50337790,0,0,0,0,0,1,-1
Ruellia tuberosa,L.,http://www.tropicos.org/Name/103304,1,0,1,1,1,1,0
Rumex acetosa,L.,http://www.tropicos.org/Name/26000095,0,0,0,0,0,0,0
Rumex acetosella,L.,http://www.tropicos.org/Name/26000097,0,0,0,0,0,0,0
Rumex conglomeratus,Murray,http://www.tropicos.org/Name/26000107,0,0,0,0,0,0,0
Rumex crispus,L.,http://www.tropicos.org/Name/26000108,0,1,0,0,0,0,0
Rumex longifolius,DC.,http://www.tropicos.org/Name/26001341,0,0,0,0,0,0,0
Rumex maritimus,L.,http://www.tropicos.org/Name/26000114,0,0,0,0,1,0,0
Rumex obtusifolius,L.,http://www.tropicos.org/Name/26000193,0,0,0,0,0,0,0
Rumex patientia,L.,http://www.tropicos.org/Name/26000928,0,0,0,0,0,0,0
Rumex pulcher,L.,http://www.tropicos.org/Name/26000119,0,1,0,0,0,0,0
Rumex vesicarius,L.,http://www.tropicos.org/Name/26000938,0,0,0,0,0,0,0
Ruppia maritima,L.,http://www.tropicos.org/Name/26300130,1,1,0,0,1,1,0
Ruscus aculeatus,L.,http://www.tropicos.org/Name/18400726,0,0,0,1,0,0,0
Russelia equisetiformis,Schltdl. & Cham.,http://www.tropicos.org/Name/29200201,0,1,1,0,0,1,-1
Ruta graveolens,L.,http://www.tropicos.org/Name/28100014,0,0,0,0,0,0,0
Sabal mauritiiformis,(H. Karst.) Griseb. & H. Wendl.,http://www.tropicos.org/Name/2401112,0,0,0,0,0,0,0
Sabal minor,(Jacq.) Pers.,http://www.tropicos.org/Name/2400860,0,0,0,0,0,0,0
Sabal palmetto,(Walter) Lodd. ex Schult. & Schult. f.,http://www.tropicos.org/Name/2400614,0,0,0,0,0,1,-1
Saccharum officinarum,L.,http://www.tropicos.org/Name/25512479,0,0,0,0,0,1,-1
Saccharum spontaneum,L.,http://www.tropicos.org/Name/25511465,0,0,0,0,0,0,0
Sacciolepis indica,(L.) Chase,http://www.tropicos.org/Name/25512482,0,0,0,0,0,0,0
Sagina apetala,Ard.,http://www.tropicos.org/Name/6301099,0,0,0,0,0,0,0
Sagina procumbens,L.,http://www.tropicos.org/Name/6300422,0,0,0,0,0,0,0
Sagittaria graminea,Michx.,http://www.tropicos.org/Name/900007,0,0,0,0,0,0,0
Sagittaria guayanensis,Kunth,http://www.tropicos.org/Name/900067,0,0,0,0,0,0,0
Sagittaria latifolia,Willd.,http://www.tropicos.org/Name/900008,0,0,0,0,0,0,0
Sagittaria montevidensis,Cham. & Schltdl.,http://www.tropicos.org/Name/900073,0,0,0,0,0,0,0
Sagittaria sagittifolia,L.,http://www.tropicos.org/Name/900018,0,0,0,0,0,0,0
Salix alba,L.,http://www.tropicos.org/Name/28300135,0,0,0,0,0,0,0
Salix babylonica,L.,http://www.tropicos.org/Name/28300082,0,1,0,0,0,0,0
Salix caprea,L.,http://www.tropicos.org/Name/28300146,0,0,0,0,0,0,0
Salix caroliniana,Michx.,http://www.tropicos.org/Name/28300147,0,0,0,0,0,0,0
Salix discolor,Muhl.,http://www.tropicos.org/Name/28300033,0,0,0,0,0,0,0
Salix humboldtiana,Willd.,http://www.tropicos.org/Name/28300168,0,1,0,0,0,0,0
Salix laevigata,Bebb,http://www.tropicos.org/Name/28300261,0,0,0,0,0,0,0
Salix purpurea,L.,http://www.tropicos.org/Name/28300187,0,0,0,0,1,0,0
Salix viminalis,L.,http://www.tropicos.org/Name/28300206,0,0,0,0,0,0,0
Salvia coccinea,Buc'hoz ex Etl.,http://www.tropicos.org/Name/17603423,0,1,0,1,0,0,0
Salvia leucantha,Cav.,http://www.tropicos.org/Name/17600299,0,0,0,0,0,0,0
Salvia misella,Kunth,http://www.tropicos.org/Name/17601714,0,0,0,0,0,0,0
Salvia sclarea,L.,http://www.tropicos.org/Name/17600309,0,0,0,0,0,0,0
Salvinia auriculata,Aubl.,http://www.tropicos.org/Name/26602844,0,1,0,0,0,0,0
Salvinia natans,(L.) All.,http://www.tropicos.org/Name/26612122,0,0,0,0,0,0,0
Salvinia nymphellula,Desv.,http://www.tropicos.org/Name/26605861,0,0,0,0,0,0,0
Samanea saman,(Jacq.) Merr.,http://www.tropicos.org/Name/13006406,0,0,0,0,0,1,-1
Sambucus canadensis,L.,http://www.tropicos.org/Name/6000053,0,1,0,0,0,0,0
Sambucus nigra,L.,http://www.tropicos.org/Name/6000026,0,0,0,0,0,0,0
Samolus valerandi,L.,http://www.tropicos.org/Name/26400042,0,0,0,0,0,0,0
Sanchezia parvibracteata,Sprague & Hutch.,http://www.tropicos.org/Name/102700,0,0,0,0,0,0,0
Sanchezia speciosa,Leonard,TNRS,0,0,0,0,0,0,0
Sansevieria hyacinthoides,(L.) Druce,http://www.tropicos.org/Name/18403241,0,0,1,0,0,1,0
Sansevieria trifasciata,Prain,http://www.tropicos.org/Name/18403542,0,0,0,0,0,1,-1
Saponaria officinalis,L.,http://www.tropicos.org/Name/6300191,0,0,0,0,0,0,0
Sassafras albidum,(Nutt.) Nees,http://www.tropicos.org/Name/17804221,0,0,0,0,0,0,0
Satureja hortensis,L.,http://www.tropicos.org/Name/17600323,0,0,0,0,0,0,0
Scaevola taccada,(Gaertn.) Roxb.,http://www.tropicos.org/Name/14600012,0,0,1,0,1,1,-1
Scaevola taccada,(Gaertn.) Roxb.,http://www.tropicos.org/Name/14600012,0,0,0,0,0,1,-1
Schefflera actinophylla,(Endl.) Harms,http://www.tropicos.org/Name/2200870,0,1,0,0,0,1,-1
Schefflera arboricola,(Hayata) Merr.,http://www.tropicos.org/Name/50309415,0,0,0,0,0,1,-1
Schinus areira,L.,http://www.tropicos.org/Name/1300781,0,1,0,0,0,0,0
Schinus molle,L.,http://www.tropicos.org/Name/1300267,0,0,0,0,0,0,0
Schinus terebinthifolia,Raddi,http://www.tropicos.org/Name/1300216,0,0,0,0,0,1,0
Schinus terebinthifolius,Raddi,http://www.tropicos.org/Name/100350086,0,1,0,0,0,1,-1
Scleranthus annuus,L.,http://www.tropicos.org/Name/6300192,0,0,0,0,0,0,0
Scolymus hispanicus,L.,http://www.tropicos.org/Name/2703081,0,0,0,0,0,0,0
Scoparia dulcis,L.,http://www.tropicos.org/Name/29200205,1,0,0,1,1,0,1
Scorpiurus muricatus,L.,http://www.tropicos.org/Name/13054508,0,0,0,0,0,0,0
Scutellaria racemosa,Pers.,http://www.tropicos.org/Name/17602415,0,0,0,0,0,0,0
Secale cereale,L.,http://www.tropicos.org/Name/25509953,0,0,0,0,0,0,0
Sedum dendroideum,DC.,http://www.tropicos.org/Name/8900108,0,0,0,0,0,0,0
Selaginella plana,(Desv. ex Poir.) Hieron.,http://www.tropicos.org/Name/26610867,0,0,0,1,0,0,0
Selaginella umbrosa,Lem. ex Hieron.,http://www.tropicos.org/Name/26608564,0,0,0,0,0,0,0
Senecio inaequidens,DC.,http://www.tropicos.org/Name/2703153,0,0,0,0,0,0,0
Senecio madagascariensis,Poir.,http://www.tropicos.org/Name/2704141,0,0,0,0,0,0,0
Senecio squalidus,L.,http://www.tropicos.org/Name/2718011,0,0,0,0,0,0,0
Senecio tamoides,DC.,http://www.tropicos.org/Name/2721196,0,0,0,0,0,0,0
Senecio vulgaris,L.,http://www.tropicos.org/Name/2701298,0,1,0,0,0,0,0
Senna alata,(L.) Roxb.,http://www.tropicos.org/Name/13032838,1,0,0,1,0,1,0
Senna occidentalis,(L.) Link,http://www.tropicos.org/Name/13032856,1,1,1,1,1,0,0
Senna siamea,(Lam.) H.S. Irwin & Barneby,http://www.tropicos.org/Name/13048426,0,0,0,0,0,1,-1
Senna tora,(L.) Roxb.,http://www.tropicos.org/Name/13032871,0,0,0,0,0,0,0
Sesamum indicum,L.,http://www.tropicos.org/Name/24300029,0,0,0,0,0,1,-1
Sesbania grandiflora,(L.) Pers.,http://www.tropicos.org/Name/13048349,1,0,1,1,0,1,0
Setaria barbata,(Lam.) Kunth,http://www.tropicos.org/Name/25512490,0,0,0,0,0,0,0
Setaria parviflora,(Poir.) Kerguélen,http://www.tropicos.org/Name/25518410,0,1,1,0,0,0,1
Sherardia arvensis,L.,http://www.tropicos.org/Name/27900240,0,1,0,0,0,0,0
Sida acuta,Burm. f.,http://www.tropicos.org/Name/19601067,0,0,0,0,0,1,-1
Sida cordifolia,L.,http://www.tropicos.org/Name/19601073,1,0,0,1,0,0,0
Sida fallax,Walp.,http://www.tropicos.org/Name/19601075,0,1,0,0,0,0,0
Sida rhombifolia,L.,http://www.tropicos.org/Name/19601093,0,1,0,1,0,0,0
Sida spinosa,L.,http://www.tropicos.org/Name/19600106,1,0,0,1,0,1,0
Sigesbeckia orientalis,L.,http://www.tropicos.org/Name/2703241,0,0,0,0,0,0,0
Silene dioica,(L.) Clairv.,http://www.tropicos.org/Name/6301013,0,0,0,0,0,0,0
Silene gallica,L.,http://www.tropicos.org/Name/6300465,0,1,0,0,0,0,0
Silene noctiflora,L.,http://www.tropicos.org/Name/6300490,0,1,0,0,0,0,0
Silene vulgaris,(Moench) Garcke,http://www.tropicos.org/Name/6300259,0,1,0,0,0,0,0
Sinapis alba,L.,http://www.tropicos.org/Name/4100251,0,0,0,0,0,0,0
Sinapis arvensis,L.,http://www.tropicos.org/Name/4100252,0,1,0,0,0,0,0
Sisymbrium altissimum,L.,http://www.tropicos.org/Name/4100612,0,0,0,0,0,0,0
Sisymbrium erysimoides,Desf.,http://www.tropicos.org/Name/4100613,0,1,0,0,0,0,0
Sisymbrium officinale,(L.) Scop.,http://www.tropicos.org/Name/4100260,0,1,0,0,0,0,0
Sisyrinchium micranthum,Cav.,http://www.tropicos.org/Name/16600566,0,0,0,0,0,0,0
Sium suave,Walter,http://www.tropicos.org/Name/1700243,0,0,0,0,0,0,0
Smilax laurifolia,L.,http://www.tropicos.org/Name/18401319,0,0,0,0,0,1,-1
Solanum aculeatissimum,Jacq.,http://www.tropicos.org/Name/29602579,1,0,0,0,0,0,0
Solanum americanum,Mill.,http://www.tropicos.org/Name/29600095,1,1,1,1,1,1,0
Solanum betaceum,Cav.,http://www.tropicos.org/Name/29608823,0,0,0,0,0,0,0
Solanum capsicoides,All.,http://www.tropicos.org/Name/29604809,0,1,0,1,0,0,0
Solanum cardiophyllum,Lindl.,http://www.tropicos.org/Name/29606325,0,0,0,0,0,0,0
Solanum diphyllum,L.,http://www.tropicos.org/Name/29602590,0,0,0,0,0,0,0
Solanum douglasii,Dunal,http://www.tropicos.org/Name/29600106,0,0,0,0,0,0,0
