Family,Taxa,Genus,Species,Common name  ,WRA score  ,WRA rating,WRA designation,Date  ,Filename,
Bignoniaceae,Spathodea campanulata,Spathodea ,campanulata,African tulip tree,14,High Risk,H (HPWRA),07/10/2002,Spathodea campanulata.xls,
Orchidaceae,Spathoglottis plicata,Spathoglottis ,plicata,Philippine ground orchid,16,High Risk,H (HPWRA),13/06/2011,Spathoglottis plicata.pdf,
Orchidaceae,Spathoglottis unguiculata,Spathoglottis ,unguiculata,grapette ground orchid,3,Low Risk,L (HPWRA),04/05/2011,Spathoglottis unguiculata.pdf,
Cyatheaceae,Sphaeropteris cooperi,Sphaeropteris,cooperi,Australian tree fern,16,High Risk,H (Hawaii),06/06/2014,Sphaeropteris cooperi.pdf,
Asteraceae,Sphagneticola trilobata,Sphagneticola ,trilobata,wedelia,13,High Risk,H (HPWRA),07/10/2002,Sphagneticola trilobata.xls,
Sphagnaceae,Sphagnum palustre,Sphagnum ,palustre,peat moss,12.5,High Risk,H (HPWRA),02/07/2009,Sphagnum palustre.xls,
Rosaceae,Spiraea cantoniensis,Spiraea ,cantoniensis,Reeve's spiraea,4,Evaluate,Evaluate,16/08/2011,Spiraea cantoniensis.pdf,
Anacardiaceae,Spondias dulcis,Spondias ,dulcis,wi apple,-5,Low Risk,L (HPWRA),07/10/2002,Spondias dulcis.xls,
Anacardiaceae,Spondias mombin,Spondias ,mombin,hog-plum,10,High Risk,H (HPWRA),09/10/2011,Spondias mombin.pdf,
Anacardiaceae,Spondias purpurea,Spondias,purpurea,"purple mombin, Spanish plum, jocote",5,Evaluate,Evaluate,19/03/2012,Spondias purpurea.pdf,
Poaceae,Sporobolus pyramidatus,Sporobolus ,pyramidatus,whorled dropseed,14,High Risk,H (HPWRA),04/06/2010,Sporobolus pyramidatus.pdf,
Verbenaceae,Stachytarpheta mutabilis,Stachytarpheta ,mutabilis,pink snakeweed,12,High Risk,H (HPWRA),15/03/2011,Stachytarpheta mutabilis.pdf,
Apocynaceae,Stapelia gigantea,Stapelia ,gigantea,giant toadplant,3,Low Risk,L (HPWRA),06/08/2010,Stapelia gigantea.pdf,
Caryophyllaceae,Stellaria media,Stellaria ,media,"chickweed, stitchwort",15,High Risk,H (HPWRA),11/09/2015,Stellaria media.pdf,
Apocynaceae,Stemmadenia litoralis,Stemmadenia ,litoralis,lecheso,-5,Low Risk,L (HPWRA),07/10/2002,Stemmadenia litoralis.xls,
Proteaceae,Stenocarpus sinuatus,Stenocarpus ,sinuatus,wheel-of-fire,-4,Low Risk,L (HPWRA),23/11/2008,Stenocarpus sinuatus.xls,
Poaceae,Stenotaphrum secundatum,Stenotaphrum ,secundatum,St. Augustine grass,15,High Risk,H (HPWRA),07/10/2002,Stenotaphrum secundatum.xls,
Apocynaceae,Stephanotis floribunda,Stephanotis,floribunda,"wedding flower, stephanotis",-4,Low Risk,L (HPWRA),04/11/2011,Stephanotis floribunda.pdf,
Sterculiaceae,Sterculia apetala,Sterculia ,apetala,Panama tree,4,Evaluate,Evaluate,02/07/2009,Sterculia apetala.xls,
Sterculiaceae,Sterculia foetida,Sterculia ,foetida,Java olive,3,Low Risk,L (HPWRA),02/07/2009,Sterculia foetida.xls,
Convolvulaceae,Stictocardia beraviensis,Stictocardia,beraviensis,Hawaiian sunset vine,5,Evaluate,Evaluate,14/10/2013,Stictocardia beraviensis.pdf,
Malpighiaceae,Stigmaphyllon floribundum,Stigmaphyllon ,floribundum,woolly Amazonvine,-6,Low Risk,L (HPWRA),17/05/2005,Stigmaphyllon floribundum.xls,
Strelitziaceae,Strelitzia juncea,Strelitzia ,juncea,crane flower,-4,Low Risk,L (HPWRA),15/03/2017,Strelitzia juncea.pdf,
Strelitziaceae,Strelitzia nicolai,Strelitzia ,nicolai,bird-of-paradise-tree,-1,Low Risk,L (HPWRA),28/04/2009,Strelitzia nicolai.xls,
Strelitziaceae,Strelitzia reginae,Strelitzia ,reginae,bird of paradise,-3,Low Risk,L (HPWRA),15/06/2004,Strelitzia reginae.XLS,
Solanaceae,Streptosolen jamesonii,Streptosolen ,jamesonii,marmalade bush,2,Low Risk,L (HPWRA),02/07/2009,Streptosolen jamesonii.xls,
Acanthaceae,Strobilanthes dyeriana,Strobilanthes,dyeriana,Persian shield,7,High Risk,H (HPWRA),08/02/2012,Strobilanthes dyeriana.pdf,
Acanthaceae,Strobilanthes glomerata,Strobilanthes ,glomerata,strobilanthes,4,Evaluate,Evaluate,07/01/2010,Strobilanthes glomerata.xls,
Marantaceae,Stromanthe jacquinii,Stromanthe,jacquinii,"pico de gallo, stromanthe",3,Low Risk,L (HPWRA),06/07/2016,Stromanthe jacquinii.pdf,
Marantaceae,Stromanthe macrochlamys,Stromanthe ,macrochlamys,stromanthe,0,Low Risk,L (HPWRA),28/04/2009,Stromanthe macrochlamys.xls,
Marantaceae,Stromanthe sanguinea,Stromanthe ,sanguinea,stromanthe,2,Low Risk,L (HPWRA),14/12/2017,Stromanthe sanguinea.pdf,
Marantaceae,Stromanthe tonckat,Stromanthe ,tonckat,stromanthe,7,High Risk,H (HPWRA),28/05/2012,Stromanthe tonckat.pdf,
Fabaceae,Strongylodon macrobotrys,Strongylodon ,macrobotrys,jade vine,-9,Low Risk,L (HPWRA),17/05/2005,Strongylodon macrobotrys.xls,
Apocynaceae,Strophanthus amboensis,Strophanthus ,amboensis,elephant vine,2,Evaluate,Evaluate,28/04/2009,Strophanthus amboensis.xls,
Apocynaceae,Strophanthus gratus,Strophanthus,gratus,"climbing oleander, spider tresses",0,Low Risk,L (HPWRA),11/01/2012,Strophanthus gratus.pdf,
Apocynaceae,Strophanthus preussii,Strophanthus ,preussii,climbing oleander,0,Low Risk,L (HPWRA),08/06/2005,Strophanthus preussii.xls,
Loganiaceae,Strychnos spinosa,Strychnos,spinosa,"monkey orange, Kaffir orange, Natal orange",4,Low Risk,L (HPWRA),18/09/2016,Strychnos spinosa.pdf,
Fabaceae,Stylosanthes guianensis,Stylosanthes ,guianensis,stylo,11,High Risk,H (HPWRA),07/10/2002,Stylosanthes guianensis.xls,
Fabaceae,Stylosanthes scabra,Stylosanthes ,scabra,shrubby stylo,1,Low Risk,L (HPWRA),15/07/2003,Stylosanthes scabra.xls,
Surianaceae,Suriana maritima,Suriana ,maritima,bay cedar,2,Evaluate,Evaluate,07/01/2010,Suriana maritima.xls,
Meliaceae,Swietenia macrophylla,Swietenia ,macrophylla,large-leaf mahogany,4,Evaluate,Evaluate,31/10/2011,Swietenia macrophylla.pdf,
Meliaceae,Swietenia mahagoni,Swietenia ,mahagoni,west Indian mahogany,2,Low Risk,L (HPWRA),07/11/2011,Swietenia mahagoni.pdf,
Arecaceae,Syagrus romanzoffiana,Syagrus ,romanzoffiana,queen palm,-2,Low Risk,L (HPWRA),19/01/2004,Syagrus romanzoffiana.xls,
Euphorbiaceae,Synadenium grantii,Synadenium,grantii,African milk bush,4,Low Risk,L (HPWRA),02/11/2011,Synadenium grantii.pdf,
Araceae,Syngonium auritum,Syngonium ,auritum,five-fingers,1,Low Risk,L (HPWRA),28/04/2009,Syngonium auritum.xls,
Araceae,Syngonium podophyllum,Syngonium ,podophyllum,arrowhead plant,15,High Risk,H (HPWRA),07/10/2002,Syngonium podophyllum.xls,
Sapotaceae,Synsepalum dulcificum,Synsepalum,dulcificum,"miracle berry, miracle fruit",-3,Low Risk,L (HPWRA),15/02/2012,Synsepalum dulcificum.pdf,
Myrtaceae,Syzygium australe,Syzygium,australe,brush cherry,15,High Risk,H (Hawaii),18/10/2011,Syzygium australe.pdf,
Myrtaceae,Syzygium cordatum,Syzygium ,cordatum,"water berry, umdoni",5,Evaluate,Evaluate,29/10/2015,Syzygium cordatum.pdf,
Myrtaceae,Syzygium cumini,Syzygium ,cumini,Java plum,9,High Risk,H (HPWRA),09/03/2010,Syzygium cumini.pdf,
Myrtaceae,Syzygium jambos,Syzygium ,jambos,rose apple,20,High Risk,H (HPWRA),26/05/2011,Syzygium jambos.pdf,
Myrtaceae,Syzygium malaccense,Syzygium ,malaccense,mountain apple,0,Low Risk,L (HPWRA),02/11/2006,Syzygium malaccense.xls,
Myrtaceae,Syzygium polyanthum,Syzygium ,polyanthum,Indian bayleaf,7,High Risk,H (HPWRA),02/07/2009,Syzygium polyanthum.xls,
Myrtaceae,Syzygium samarangense,Syzygium,samarangense,wax jambu,0,Low Risk,L (HPWRA),26/04/2013,Syzygium samarangense.pdf,
Bignoniaceae,Tabebuia aurea,Tabebuia ,aurea,silver trumpet tree,3,Low Risk,L (HPWRA),02/11/2006,Tabebuia aurea.xls,
Bignoniaceae,Tabebuia berteroi,Tabebuia ,berteroi,Hispaniolan rosy trumpet tree,-4,Low Risk,L (HPWRA),12/05/2008,Tabebuia berteroi.xls,
Bignoniaceae,Tabebuia donnell-smithii,Tabebuia ,donnell-smithii,gold tree,-4,Low Risk,L (HPWRA),07/10/2002,Tabebuia donnell-smithii.xls,
Bignoniaceae,Tabebuia heterophylla,Tabebuia ,heterophylla,pink trumpet-tree,1,Low Risk,L (HPWRA),07/10/2002,Tabebuia heterophylla.xls,
Bignoniaceae,Tabebuia ochracea,Tabebuia ,ochracea,golden trumpet tree,-3,Low Risk,L (HPWRA),23/01/2004,Tabebuia ochracea.xls,
Bignoniaceae,Tabebuia pallida,Tabebuia ,pallida,Cuban pink trumpet tree,11,High Risk,H (HPWRA),14/02/2010,Tabebuia pallida.pdf,
Bignoniaceae,Tabebuia rosea,Tabebuia ,rosea,rosie trumpet tree,3,Evaluate,Evaluate,02/11/2006,Tabebuia rosea.xls,
Apocynaceae,Tabernaemontana divaricata,Tabernaemontana ,divaricata,crepe jasmine,-1,Low Risk,L (HPWRA),09/03/2010,Tabernaemontana divaricata.xls,
Apocynaceae,Tabernaemontana elegans,Tabernaemontana ,elegans,warty toad tree,-1,Low Risk,L (HPWRA),28/04/2009,Tabernaemontana elegans.xls,
Taccaceae,Tacca chantrieri,Tacca,chantrieri,"bat flower, cat's whiskers",5,Evaluate,Evaluate,07/02/2012,Tacca chantrieri.pdf,
Taccaceae,Tacca leontopetaloides,Tacca ,leontopetaloides,Polynesian arrowroot,0,Low Risk,L (HPWRA),20/11/2002,Tacca leontopetaloides.xls,
Asteraceae,Tagetes minuta,Tagetes ,minuta,Aztec marigold,20,High Risk,H (HPWRA),02/07/2009,Tagetes minuta.xls,
Asteraceae,Tagetes patula,Tagetes ,patula,French marigold,9,High Risk,H (HPWRA),28/07/2017,Tagetes patula.pdf,
Portulacaceae,Talinum paniculatum,Talinum ,paniculatum,jewels of Opar,16,High Risk,H (HPWRA),07/07/2011,Talinum paniculatum.pdf,
Malvaceae,Talipariti elatum,Talipariti ,elatum,blue mahoe,5,Low Risk,L (HPWRA),27/02/2004,Talipariti elatum.xls,
Malvaceae,Talipariti macrophyllum,Talipariti ,macrophyllum,largeleaf Rosemallow,3,Evaluate,Evaluate,31/08/2011,Talipariti macrophyllum.pdf,
Sapindaceae,Talisia esculenta,Talisia,esculenta,pitomba,-1,Low Risk,L (HPWRA),06/12/2012,Talisia esculenta.pdf,
Fabaceae,Tamarindus indica,Tamarindus ,indica,tamarind,-3,Low Risk,L (HPWRA),07/10/2002,Tamarindus indica.xls,
Tamaricaceae,Tamarix aphylla,Tamarix ,aphylla,athel tamarisk,13,High Risk,H (HPWRA),07/10/2002,Tamarix aphylla.xls,
Tamaricaceae,Tamarix gallica,Tamarix ,gallica,saltcedar,8.5,High Risk,H (HPWRA),19/01/2004,Tamarix gallica.xls,
Tamaricaceae,Tamarix parviflora,Tamarix ,parviflora,small flower tamarisk,8,High Risk,H (HPWRA),18/03/2011,Tamarix parviflora.pdf,
Costaceae,Tapeinochilos ananassae,Tapeinochilos,ananassae,"pineapple ginger, Indonesian ginger",-5,Low Risk,L (HPWRA),06/02/2012,Tapeinochilos ananassae.pdf,
Asteraceae,Taraxacum officinale,Taraxacum,officinale,common dandelion,20,High Risk,H (HPWRA),02/03/2016,Taraxacum officinale.pdf,
Asteraceae,Tarlmounia elliptica ,Tarlmounia  ,elliptica ,kheua sa lot,6,Evaluate,Evaluate,07/01/2010,Tarlmounia elliptica.pdf,
Bignoniaceae,Tecoma alata,Tecoma ,alata,cahuato,-3,Low Risk,L (Hawaii),02/11/2006,Tecoma alata.xls,
Bignoniaceae,Tecoma capensis,Tecoma ,capensis,cape honeysuckle,6,Low Risk,L (HPWRA),27/08/2004,Tecoma capensis.xls,
Bignoniaceae,Tecoma stans,Tecoma ,stans,yellow bells,8,High Risk,H (HPWRA),07/10/2002,Tecoma stans.xls,
Bignoniaceae,Tecomanthe dendrophila,Tecomanthe,dendrophila,forest bell creeper,-1,Low Risk,L (HPWRA),03/02/2012,Tecomanthe dendrophila.pdf,
Verbenaceae,Tectona grandis,Tectona ,grandis,teak,-5,Low Risk,L (HPWRA),07/10/2002,Tectona grandis.xls,
Proteaceae,Telopea speciosissima,Telopea ,speciosissima,waratah,-8,Low Risk,L (HPWRA),05/05/2011,Telopea speciosissima.pdf,
Apocynaceae,Telosma cordata,Telosma ,cordata,"pakalana, Chinese violet",-4,Low Risk,L (HPWRA),01/02/2012,Telosma cordata.pdf,
Fabaceae,Tephrosia candida,Tephrosia ,candida,white tephrosia,8,High Risk,H (HPWRA),13/02/2004,Tephrosia candida.xls,
Fabaceae,Tephrosia purpurea,Tephrosia ,purpurea,pila,7,High Risk,H (HPWRA),20/11/2002,Tephrosia purpurea.xls,
Combretaceae,Terminalia arjuna,Terminalia ,arjuna,"arjun, kumbuk",6,Evaluate,Evaluate,10/05/2014,Terminalia arjuna.pdf,
Combretaceae,Terminalia catappa,Terminalia ,catappa,tropical almond,4,Low Risk,L (HPWRA),07/10/2002,Terminalia catappa.xls,
Combretaceae,Terminalia ivorensis,Terminalia ,ivorensis,black afara,8,High Risk,H (HPWRA),01/12/2010,Terminalia ivorensis.pdf,
Combretaceae,Terminalia mantaly,Terminalia ,mantaly,Madagascar almond,3,Low Risk,L (HPWRA),22/02/2010,Terminalia mantaly.xls,
Combretaceae,Terminalia melanocarpa,Terminalia ,melanocarpa,beach almond,-1,Low Risk,L (HPWRA),26/03/2010,Terminalia melanocarpa.pdf,
Combretaceae,Terminalia myriocarpa,Terminalia ,myriocarpa,east Indian almond,-2,Low Risk,L (HPWRA),21/12/2006,Terminalia myriocarpa.xls,
Aizoaceae,Tetragonia tetragonoides,Tetragonia ,tetragonoides,New Zealand spinach,7,High Risk,H (HPWRA),10/06/2010,Tetragonia tetragonoides.pdf,
Araliaceae,Tetrapanax papyrifer ,Tetrapanax  ,papyrifer ,rice-paper-plant,5,Evaluate,Evaluate,07/12/2009,Tetrapanax papyrifer.xls,
Vitaceae,Tetrastigma leucostaphylum,Tetrastigma ,leucostaphylum,tetrastigma,2,Evaluate,Evaluate,21/03/2011,Tetrastigma leucostaphylum.pdf,
Vitaceae,Tetrastigma pubinerve,Tetrastigma ,pubinerve,tetrastigma,8,High Risk,H (HPWRA),23/11/2008,Tetrastigma pubinerve.xls,
Vitaceae,Tetrastigma voinierianum,Tetrastigma ,voinierianum,lizard plant,8,High Risk,H (HPWRA),23/11/2008,Tetrastigma voinierianum.xls,
Melastomataceae,Tetrazygia bicolor,Tetrazygia ,bicolor,Florida clover ash,7,High Risk,H (HPWRA),27/10/2011,Tetrazygia bicolor.pdf,
Malvaceae,Theobroma bicolor,Theobroma,bicolor,"Peruvian cacao, patashte, macambo",0,Low Risk,L (HPWRA),03/10/2016,Theobroma bicolor.pdf,
Sterculiaceae,Theobroma cacao,Theobroma ,cacao,cocoa,-5,Low Risk,L (HPWRA),07/10/2002,Theobroma cacao.xls,
Malvaceae,Thespesia grandiflora,Thespesia ,grandiflora,maga,-4,Low Risk,L (HPWRA),22/10/2010,Thespesia grandiflora.pdf,
Malvaceae,Thespesia populnea,Thespesia ,populnea,milo,9,High Risk,H (HPWRA),02/11/2006,Thespesia populnea.xls,
Apocynaceae,Thevetia peruviana,Thevetia ,peruviana,be-still tree,9,High Risk,H (HPWRA),07/10/2002,Thevetia peruviana.xls,
Apocynaceae,Thevetia thevetioides,Thevetia ,thevetioides,giant thevetia,1,Low Risk,L (HPWRA),28/04/2009,Thevetia thevetioides.xls,
Brassicaceae,Thlaspi arvense,Thlaspi,arvense,"bastard cress, field pennycress",19,High Risk,H (HPWRA),23/07/2012,Thlaspi arvense.pdf,
Arecaceae,Thrinax parviflora,Thrinax ,parviflora,thatch palm,-6,Low Risk,L (HPWRA),20/11/2002,Thrinax parviflora.xls,
Arecaceae,Thrinax radiata,Thrinax,radiata,"Florida thatch palm, silk-top thatch palm",-2,Low Risk,L (HPWRA),03/05/2012,Thrinax radiata.pdf,
Cupressaceae,Thuja 'Green Giant',Thuja,Green Giant',Green Giant,-14,Low Risk,L (HPWRA),09/11/2011,Thuja green giant.pdf,
Acanthaceae,Thunbergia alata,Thunbergia ,alata,black-eyed Susan,14,High Risk,H (HPWRA),20/05/2011,Thunbergia alata.pdf,
Acanthaceae,Thunbergia erecta,Thunbergia ,erecta,bush thunbergia,-2,Low Risk,L (HPWRA),07/10/2002,Thunbergia erecta.xls,
Acanthaceae,Thunbergia fragrans,Thunbergia ,fragrans,"white thunbergia, sweet clockvine",9,High Risk,H (HPWRA),07/01/2010,Thunbergia fragrans.pdf,
Acanthaceae,Thunbergia grandiflora,Thunbergia ,grandiflora,"Bengal trumpet vine, blue trumpet vine",11,High Risk,H (HPWRA),03/12/2004,Thunbergia grandiflora.xls,
Acanthaceae,Thunbergia laurifolia,Thunbergia ,laurifolia,"purple allamanda, laurel-leaved thunbergia",11,High Risk,H (HPWRA),23/11/2008,Thunbergia laurifolia.xls,
Acanthaceae,Thunbergia mysorensis,Thunbergia ,mysorensis,mysore clock vine,-6,Low Risk,L (HPWRA),17/05/2005,Thunbergia mysorensis.xls,
Asteraceae,Thymophylla tenuiloba,Thymophylla,tenuiloba,"Dahlberg's daisy, golden fleece",7,High Risk,H (HPWRA),01/09/2013,Thymophylla tenuiloba.pdf,
Lamiaceae,Thymus vulgaris,Thymus ,vulgaris,thyme,4,Low Risk,L (HPWRA),28/04/2009,Thymus vulgaris.xls,
Melastomataceae,Tibouchina granulosa,Tibouchina ,granulosa,purple glory bush,8,High Risk,H (HPWRA),02/03/2011,Tibouchina granulosa.pdf,
Melastomataceae,Tibouchina herbacea,Tibouchina ,herbacea,cane tibouchina,24,High Risk,H (HPWRA),21/12/2006,Tibouchina herbaceae.xls,
Melastomataceae,Tibouchina lepidota,Tibouchina ,lepidota,glory bush,6,Evaluate,Evaluate,22/08/2014,Tibouchina lepidota.pdf,
Melastomataceae,Tibouchina longifolia,Tibouchina,longifolia,long leaf glory tree,8,High Risk,H (HPWRA),27/02/2017,Tibouchina longifolia.pdf,
Melastomataceae,Tibouchina multiflora,Tibouchina ,multiflora,today-tomorrow tibouchina,-4,Low Risk,L (HPWRA),21/12/2006,Tibouchina multiflora.xls,
Melastomataceae,Tibouchina urvilleana,Tibouchina ,urvilleana,glory bush,10,High Risk,H (HPWRA),21/05/2004,Tibouchina urvilleana.xls,
Bromeliaceae,Tillandsia cyanea,Tillandsia ,cyanea,pink quill,-5,Low Risk,L (HPWRA),03/12/2004,Tillandsia cyanea.xls,
Bromeliaceae,Tillandsia usneoides,Tillandsia ,usneoides,Spanish moss,12,High Risk,H (HPWRA),20/02/2015,Tillandsia usneoides.pdf,
Fabaceae,Tipuana tipu,Tipuana ,tipu,tipu tree,0,Low Risk,L (HPWRA),07/10/2002,Tipuana tipu.xls,
Asteraceae,Tithonia diversifolia,Tithonia ,diversifolia,Mexican sunflower,17,High Risk,H (HPWRA),26/10/2009,Tithonia diversifolia.xls,
Asteraceae,Tithonia rotundifolia,Tithonia ,rotundifolia,"Mexican sunflower, red sunflower",15,High Risk,H (HPWRA),26/07/2017,Tithonia rotundifolia.pdf,
Meliaceae,Toona ciliata,Toona ,ciliata,Australian red cedar,12,High Risk,H (HPWRA),14/11/2011,Toona ciliata.pdf,
Melastomataceae,Topobea parasitica,Topobea ,parasitica,topobea,3,High Risk,H (HPWRA),21/12/2006,Topobea parasitica.xls,
Linderniaceae,Torenia asiatica,Torenia ,asiatica,"Ola'a beauty, wishbone flower",10,High Risk,H (HPWRA),19/06/2017,Torenia asiatica.pdf,
Linderniaceae,Torenia fournieri,Torenia ,fournieri,"bluewings, wishbone flower",11,High Risk,H (HPWRA),14/06/2017,Torenia fournieri.pdf,
Apiaceae,Torilis arvensis,Torilis,arvensis,spreading hedge parsley,9,High Risk,H (HPWRA),15/12/2011,Torilis arvensis.pdf,
Boraginaceae,Tournefortia argentea,Tournefortia  ,argentea,tree heliotrope,4,Evaluate,Evaluate,29/07/2010,Tournefortia argentea.xls,
Anacardiaceae,Toxicodendron succedaneum,Toxicodendron ,succedaneum,Japanese waxtree,12,High Risk,H (HPWRA),06/08/2014,Toxicodendron succedaneum.pdf,
Apocynaceae,Trachelospermum jasminoides,Trachelospermum ,jasminoides,confederate jasmine,-3,Low Risk,L (HPWRA),17/05/2005,Trachelospermum jasminoides.xls,
Commelinaceae,Tradescantia fluminensis,Tradescantia ,fluminensis,"wandering-Jew, spiderwort",17,High Risk,H (HPWRA),04/03/2015,Tradescantia fluminensis.pdf,
Commelinaceae,Tradescantia spathacea,Tradescantia ,spathacea,"boat-lily, oysterplant",17,High Risk,H (HPWRA),27/02/2015,Tradescantia spathacea.pdf,
Commelinaceae,Tradescantia zebrina,Tradescantia,zebrina,wandering Jew,14,High Risk,H (HPWRA),15/08/2013,Tradescantia zebrina.pdf,
Asteraceae,Tragopogon porrifolius,Tragopogon,porrifolius,"goat's beard, salsify, vegetable-oyster",6.5,High Risk,H (HPWRA),24/02/2016,Tragopogon porrifolius.pdf,
Poaceae,Tragus berteronianus,Tragus ,berteronianus,"African bur grass, small carrot seed grass",13,High Risk,H (Hawaii),22/06/2014,Tragus berteronianus.pdf,
Cannabaceae,Trema orientalis,Trema ,orientalis,"gunpowder tree, charcoal tree, peach cedar",10,High Risk,H (Hawaii),24/04/2017,Trema orientalis.pdf,
Araliaceae,Trevesia palmata,Trevesia,palmata,"snowflake plant, snowflake tree",5,Evaluate,Evaluate,28/03/2012,Trevesia palmata.pdf,
Euphorbiaceae,Triadica sebifera,Triadica ,sebifera,Chinese tallow,14,High Risk,H (HPWRA),03/04/2008,Triadica sebifera.xls,
Zygophyllaceae,Tribulus terrestris,Tribulus ,terrestris,puncturevine,11,High Risk,H (HPWRA),25/05/2010,Tribulus terrestris.pdf,
Liliaceae,Tricyrtis hirta,Tricyrtis ,hirta,hairy toad lily,3.5,Low Risk,L (HPWRA),27/09/2017,Tricyrtis hirta.pdf,
Asteraceae,Tridax procumbens,Tridax ,procumbens,"coat buttons, tridax daisy",15,High Risk,H (HPWRA),20/12/2017,Tridax procumbens.pdf,
Fabaceae,Trifolium arvense,Trifolium,arvense,"hare-foot clover, rabbit-foot clover",13.5,High Risk,H (HPWRA),22/02/2016,Trifolium arvense.pdf,
Fabaceae,Trifolium incarnatum,Trifolium ,incarnatum,"crimson clover, Italian clover, carnation clover",4.5,Low Risk,L (HPWRA),04/10/2017,Trifolium incarnatum.pdf,
Fabaceae,Trifolium repens,Trifolium ,repens,white clover,12.5,High Risk,H (HPWRA),26/02/2018,Trifolium repens.pdf,
Rutaceae,Triphasia trifolia,Triphasia ,trifolia,limeberry,9,High Risk,H (HPWRA),07/01/2010,Triphasia trifolia.pdf,
Polygonaceae,Triplaris weigeltiana ,Triplaris  ,weigeltiana ,long John,4,High Risk,H (HPWRA),07/01/2010,Triplaris weigeltiana.xls,
Poaceae,Tripsacum dactyloides,Tripsacum,dactyloides,eastern gama grass,9,High Risk,H (HPWRA),13/06/2016,Tripsacum dactyloides.pdf,
Malpighiaceae,Tristellateia australasiae,Tristellateia ,australasiae,galphimia vine,-3,Low Risk,L (HPWRA),17/05/2005,Tristellateia australasiae.xls,
Malvaceae,Triumfetta semitriloba,Triumfetta,semitriloba,"burweed, Sacramento-bur",15,High Risk,H (Hawaii),24/03/2016,Triumfetta semitriloba.pdf,
Tropaeolaceae,Tropaeolum majus,Tropaeolum,majus,"garden nasturtium, Indian cress",10,High Risk,H (HPWRA),07/06/2013,Tropaeolum majus.pdf,
Amaryllidaceae,Tulbaghia violacea,Tulbaghia,violacea,"sweet garlic, society garlic",4,Low Risk,L (HPWRA),12/05/2013,Tulbaghia violacea.pdf,
Convolvulaceae,Turbina corymbosa,Turbina ,corymbosa,Christmas vine,15,High Risk,H (HPWRA),27/06/2011,Turbina corymbosa.pdf,
Turneraceae,Turnera ulmifolia,Turnera ,ulmifolia,yellow alder,10,High Risk,H (HPWRA),03/12/2004,Turnera ulmifolia.xls,
Typhaceae,Typha latifolia,Typha ,latifolia,common cattail,26,High Risk,H (HPWRA),23/11/2008,Typha latifolia.xls,
Fabaceae,Ulex europaeus,Ulex ,europaeus,gorse,20,High Risk,H (Hawaii),13/02/2004,Ulex europaeus.xls,
Ulmaceae,Ulmus parvifolia,Ulmus ,parvifolia,Chinese elm,12,High Risk,H (HPWRA),07/07/2011,Ulmus parvifolia.pdf,
Ulmaceae,Ulmus pumila,Ulmus ,pumila,Siberian elm,9,High Risk,H (HPWRA),22/01/2008,Ulmus pumila.xls,
Sapindaceae,Ungnadia speciosa,Ungnadia,speciosa,"Mexican buckeye, Texas buckeye",3,Low Risk,L (HPWRA),23/07/2016,Ungnadia speciosa.pdf,
Malvaceae,Urena lobata,Urena ,lobata,"aramina-plant, bur-mallow, Caesarweed",16,High Risk,H (Hawaii),13/02/2018,Urena lobata.pdf,
Poaceae,Urochloa humidicola,Urochloa ,humidicola,"creeping signal grass, koronivia grass",10,High Risk,H (HPWRA),12/02/2018,Urochloa humidicola.pdf,
Urticaceae,Urtica dioica,Urtica ,dioica,"stinging nettle, giant nettle, common nettle",16,High Risk,H (HPWRA),02/02/2017,Urtica dioica.pdf,
Urticaceae,Urtica urens,Urtica,urens,"burning nettle, dwarf nettle, lesser stinging nettle",11,High Risk,H (HPWRA),29/11/2016,Urtica urens.pdf,
